Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,League,Country,Game
1993-09-05,Ath Bilbao,Albacete,4,1,1993-94,LaLiga,Spain,1993-09-05_Ath Bilbao_Albacete
1993-09-05,Ath Madrid,Logrones,1,0,1993-94,LaLiga,Spain,1993-09-05_Ath Madrid_Logrones
1993-09-05,Barcelona,Sociedad,3,0,1993-94,LaLiga,Spain,1993-09-05_Barcelona_Sociedad
1993-09-05,La Coruna,Celta,0,0,1993-94,LaLiga,Spain,1993-09-05_La Coruna_Celta
1993-09-05,Osasuna,Real Madrid,1,4,1993-94,LaLiga,Spain,1993-09-05_Osasuna_Real Madrid
1993-09-05,Oviedo,Valencia,0,3,1993-94,LaLiga,Spain,1993-09-05_Oviedo_Valencia
1993-09-05,Santander,Vallecano,1,0,1993-94,LaLiga,Spain,1993-09-05_Santander_Vallecano
1993-09-05,Tenerife,Lerida,1,0,1993-94,LaLiga,Spain,1993-09-05_Tenerife_Lerida
1993-09-05,Valladolid,Sp Gijon,0,1,1993-94,LaLiga,Spain,1993-09-05_Valladolid_Sp Gijon
1993-09-05,Zaragoza,Sevilla,1,2,1993-94,LaLiga,Spain,1993-09-05_Zaragoza_Sevilla
1993-09-12,Albacete,Barcelona,0,0,1993-94,LaLiga,Spain,1993-09-12_Albacete_Barcelona
1993-09-12,Celta,Oviedo,1,1,1993-94,LaLiga,Spain,1993-09-12_Celta_Oviedo
1993-09-12,Lerida,Ath Bilbao,1,2,1993-94,LaLiga,Spain,1993-09-12_Lerida_Ath Bilbao
1993-09-12,Logrones,Santander,0,1,1993-94,LaLiga,Spain,1993-09-12_Logrones_Santander
1993-09-12,Real Madrid,Valladolid,1,3,1993-94,LaLiga,Spain,1993-09-12_Real Madrid_Valladolid
1993-09-12,Sevilla,Osasuna,1,1,1993-94,LaLiga,Spain,1993-09-12_Sevilla_Osasuna
1993-09-12,Sociedad,Zaragoza,2,2,1993-94,LaLiga,Spain,1993-09-12_Sociedad_Zaragoza
1993-09-12,Sp Gijon,La Coruna,0,2,1993-94,LaLiga,Spain,1993-09-12_Sp Gijon_La Coruna
1993-09-12,Valencia,Ath Madrid,2,2,1993-94,LaLiga,Spain,1993-09-12_Valencia_Ath Madrid
1993-09-12,Vallecano,Tenerife,4,3,1993-94,LaLiga,Spain,1993-09-12_Vallecano_Tenerife
1993-09-19,Ath Bilbao,Barcelona,0,0,1993-94,LaLiga,Spain,1993-09-19_Ath Bilbao_Barcelona
1993-09-19,Ath Madrid,Celta,3,2,1993-94,LaLiga,Spain,1993-09-19_Ath Madrid_Celta
1993-09-19,La Coruna,Real Madrid,4,0,1993-94,LaLiga,Spain,1993-09-19_La Coruna_Real Madrid
1993-09-19,Lerida,Vallecano,0,1,1993-94,LaLiga,Spain,1993-09-19_Lerida_Vallecano
1993-09-19,Osasuna,Sociedad,0,2,1993-94,LaLiga,Spain,1993-09-19_Osasuna_Sociedad
1993-09-19,Oviedo,Sp Gijon,0,1,1993-94,LaLiga,Spain,1993-09-19_Oviedo_Sp Gijon
1993-09-19,Santander,Valencia,0,1,1993-94,LaLiga,Spain,1993-09-19_Santander_Valencia
1993-09-19,Tenerife,Logrones,2,0,1993-94,LaLiga,Spain,1993-09-19_Tenerife_Logrones
1993-09-19,Valladolid,Sevilla,2,2,1993-94,LaLiga,Spain,1993-09-19_Valladolid_Sevilla
1993-09-19,Zaragoza,Albacete,1,1,1993-94,LaLiga,Spain,1993-09-19_Zaragoza_Albacete
1993-09-26,Albacete,Osasuna,2,1,1993-94,LaLiga,Spain,1993-09-26_Albacete_Osasuna
1993-09-26,Barcelona,Zaragoza,4,1,1993-94,LaLiga,Spain,1993-09-26_Barcelona_Zaragoza
1993-09-26,Celta,Santander,0,0,1993-94,LaLiga,Spain,1993-09-26_Celta_Santander
1993-09-26,Logrones,Lerida,2,1,1993-94,LaLiga,Spain,1993-09-26_Logrones_Lerida
1993-09-26,Real Madrid,Oviedo,0,1,1993-94,LaLiga,Spain,1993-09-26_Real Madrid_Oviedo
1993-09-26,Sevilla,La Coruna,0,0,1993-94,LaLiga,Spain,1993-09-26_Sevilla_La Coruna
1993-09-26,Sociedad,Valladolid,1,0,1993-94,LaLiga,Spain,1993-09-26_Sociedad_Valladolid
1993-09-26,Sp Gijon,Ath Madrid,1,1,1993-94,LaLiga,Spain,1993-09-26_Sp Gijon_Ath Madrid
1993-09-26,Valencia,Tenerife,3,2,1993-94,LaLiga,Spain,1993-09-26_Valencia_Tenerife
1993-09-26,Vallecano,Ath Bilbao,1,2,1993-94,LaLiga,Spain,1993-09-26_Vallecano_Ath Bilbao
1993-10-03,Ath Bilbao,Zaragoza,2,1,1993-94,LaLiga,Spain,1993-10-03_Ath Bilbao_Zaragoza
1993-10-03,Ath Madrid,Real Madrid,0,0,1993-94,LaLiga,Spain,1993-10-03_Ath Madrid_Real Madrid
1993-10-03,La Coruna,Sociedad,0,1,1993-94,LaLiga,Spain,1993-10-03_La Coruna_Sociedad
1993-10-03,Lerida,Valencia,1,1,1993-94,LaLiga,Spain,1993-10-03_Lerida_Valencia
1993-10-03,Osasuna,Barcelona,2,3,1993-94,LaLiga,Spain,1993-10-03_Osasuna_Barcelona
1993-10-03,Oviedo,Sevilla,0,2,1993-94,LaLiga,Spain,1993-10-03_Oviedo_Sevilla
1993-10-03,Santander,Sp Gijon,2,0,1993-94,LaLiga,Spain,1993-10-03_Santander_Sp Gijon
1993-10-03,Tenerife,Celta,0,0,1993-94,LaLiga,Spain,1993-10-03_Tenerife_Celta
1993-10-03,Valladolid,Albacete,1,0,1993-94,LaLiga,Spain,1993-10-03_Valladolid_Albacete
1993-10-03,Vallecano,Logrones,3,1,1993-94,LaLiga,Spain,1993-10-03_Vallecano_Logrones
1993-10-06,Albacete,La Coruna,0,0,1993-94,LaLiga,Spain,1993-10-06_Albacete_La Coruna
1993-10-06,Barcelona,Valladolid,3,0,1993-94,LaLiga,Spain,1993-10-06_Barcelona_Valladolid
1993-10-06,Celta,Lerida,1,0,1993-94,LaLiga,Spain,1993-10-06_Celta_Lerida
1993-10-06,Logrones,Ath Bilbao,4,2,1993-94,LaLiga,Spain,1993-10-06_Logrones_Ath Bilbao
1993-10-06,Real Madrid,Santander,2,1,1993-94,LaLiga,Spain,1993-10-06_Real Madrid_Santander
1993-10-06,Sevilla,Ath Madrid,2,1,1993-94,LaLiga,Spain,1993-10-06_Sevilla_Ath Madrid
1993-10-06,Sociedad,Oviedo,2,2,1993-94,LaLiga,Spain,1993-10-06_Sociedad_Oviedo
1993-10-06,Sp Gijon,Tenerife,1,2,1993-94,LaLiga,Spain,1993-10-06_Sp Gijon_Tenerife
1993-10-06,Valencia,Vallecano,3,1,1993-94,LaLiga,Spain,1993-10-06_Valencia_Vallecano
1993-10-06,Zaragoza,Osasuna,2,1,1993-94,LaLiga,Spain,1993-10-06_Zaragoza_Osasuna
1993-10-17,Ath Bilbao,Osasuna,1,2,1993-94,LaLiga,Spain,1993-10-17_Ath Bilbao_Osasuna
1993-10-17,Ath Madrid,Sociedad,1,2,1993-94,LaLiga,Spain,1993-10-17_Ath Madrid_Sociedad
1993-10-17,La Coruna,Barcelona,1,0,1993-94,LaLiga,Spain,1993-10-17_La Coruna_Barcelona
1993-10-17,Lerida,Sp Gijon,1,1,1993-94,LaLiga,Spain,1993-10-17_Lerida_Sp Gijon
1993-10-17,Logrones,Valencia,2,0,1993-94,LaLiga,Spain,1993-10-17_Logrones_Valencia
1993-10-17,Oviedo,Albacete,1,1,1993-94,LaLiga,Spain,1993-10-17_Oviedo_Albacete
1993-10-17,Santander,Sevilla,1,0,1993-94,LaLiga,Spain,1993-10-17_Santander_Sevilla
1993-10-17,Tenerife,Real Madrid,0,0,1993-94,LaLiga,Spain,1993-10-17_Tenerife_Real Madrid
1993-10-17,Valladolid,Zaragoza,0,0,1993-94,LaLiga,Spain,1993-10-17_Valladolid_Zaragoza
1993-10-17,Vallecano,Celta,1,1,1993-94,LaLiga,Spain,1993-10-17_Vallecano_Celta
1993-10-24,Albacete,Ath Madrid,2,2,1993-94,LaLiga,Spain,1993-10-24_Albacete_Ath Madrid
1993-10-24,Barcelona,Oviedo,1,0,1993-94,LaLiga,Spain,1993-10-24_Barcelona_Oviedo
1993-10-24,Celta,Logrones,2,0,1993-94,LaLiga,Spain,1993-10-24_Celta_Logrones
1993-10-24,Osasuna,Valladolid,2,0,1993-94,LaLiga,Spain,1993-10-24_Osasuna_Valladolid
1993-10-24,Real Madrid,Lerida,5,0,1993-94,LaLiga,Spain,1993-10-24_Real Madrid_Lerida
1993-10-24,Sevilla,Tenerife,4,0,1993-94,LaLiga,Spain,1993-10-24_Sevilla_Tenerife
1993-10-24,Sociedad,Santander,2,0,1993-94,LaLiga,Spain,1993-10-24_Sociedad_Santander
1993-10-24,Sp Gijon,Vallecano,2,0,1993-94,LaLiga,Spain,1993-10-24_Sp Gijon_Vallecano
1993-10-24,Valencia,Ath Bilbao,1,0,1993-94,LaLiga,Spain,1993-10-24_Valencia_Ath Bilbao
1993-10-24,Zaragoza,La Coruna,0,1,1993-94,LaLiga,Spain,1993-10-24_Zaragoza_La Coruna
1993-10-31,Ath Bilbao,Valladolid,3,0,1993-94,LaLiga,Spain,1993-10-31_Ath Bilbao_Valladolid
1993-10-31,Ath Madrid,Barcelona,4,3,1993-94,LaLiga,Spain,1993-10-31_Ath Madrid_Barcelona
1993-10-31,La Coruna,Osasuna,3,1,1993-94,LaLiga,Spain,1993-10-31_La Coruna_Osasuna
1993-10-31,Lerida,Sevilla,0,3,1993-94,LaLiga,Spain,1993-10-31_Lerida_Sevilla
1993-10-31,Logrones,Sp Gijon,1,2,1993-94,LaLiga,Spain,1993-10-31_Logrones_Sp Gijon
1993-10-31,Oviedo,Zaragoza,2,1,1993-94,LaLiga,Spain,1993-10-31_Oviedo_Zaragoza
1993-10-31,Santander,Albacete,1,1,1993-94,LaLiga,Spain,1993-10-31_Santander_Albacete
1993-10-31,Tenerife,Sociedad,2,1,1993-94,LaLiga,Spain,1993-10-31_Tenerife_Sociedad
1993-10-31,Valencia,Celta,3,0,1993-94,LaLiga,Spain,1993-10-31_Valencia_Celta
1993-10-31,Vallecano,Real Madrid,0,2,1993-94,LaLiga,Spain,1993-10-31_Vallecano_Real Madrid
1993-11-07,Albacete,Tenerife,2,3,1993-94,LaLiga,Spain,1993-11-07_Albacete_Tenerife
1993-11-07,Barcelona,Santander,2,1,1993-94,LaLiga,Spain,1993-11-07_Barcelona_Santander
1993-11-07,Celta,Ath Bilbao,1,1,1993-94,LaLiga,Spain,1993-11-07_Celta_Ath Bilbao
1993-11-07,Osasuna,Oviedo,2,0,1993-94,LaLiga,Spain,1993-11-07_Osasuna_Oviedo
1993-11-07,Real Madrid,Logrones,2,1,1993-94,LaLiga,Spain,1993-11-07_Real Madrid_Logrones
1993-11-07,Sevilla,Vallecano,3,1,1993-94,LaLiga,Spain,1993-11-07_Sevilla_Vallecano
1993-11-07,Sociedad,Lerida,1,3,1993-94,LaLiga,Spain,1993-11-07_Sociedad_Lerida
1993-11-07,Sp Gijon,Valencia,2,0,1993-94,LaLiga,Spain,1993-11-07_Sp Gijon_Valencia
1993-11-07,Valladolid,La Coruna,0,0,1993-94,LaLiga,Spain,1993-11-07_Valladolid_La Coruna
1993-11-07,Zaragoza,Ath Madrid,2,1,1993-94,LaLiga,Spain,1993-11-07_Zaragoza_Ath Madrid
1993-11-10,Ath Bilbao,La Coruna,3,1,1993-94,LaLiga,Spain,1993-11-10_Ath Bilbao_La Coruna
1993-11-10,Ath Madrid,Osasuna,3,0,1993-94,LaLiga,Spain,1993-11-10_Ath Madrid_Osasuna
1993-11-10,Celta,Sp Gijon,0,2,1993-94,LaLiga,Spain,1993-11-10_Celta_Sp Gijon
1993-11-10,Lerida,Albacete,0,1,1993-94,LaLiga,Spain,1993-11-10_Lerida_Albacete
1993-11-10,Logrones,Sevilla,1,1,1993-94,LaLiga,Spain,1993-11-10_Logrones_Sevilla
1993-11-10,Oviedo,Valladolid,1,0,1993-94,LaLiga,Spain,1993-11-10_Oviedo_Valladolid
1993-11-10,Santander,Zaragoza,2,0,1993-94,LaLiga,Spain,1993-11-10_Santander_Zaragoza
1993-11-10,Tenerife,Barcelona,2,3,1993-94,LaLiga,Spain,1993-11-10_Tenerife_Barcelona
1993-11-10,Valencia,Real Madrid,0,3,1993-94,LaLiga,Spain,1993-11-10_Valencia_Real Madrid
1993-11-10,Vallecano,Sociedad,4,1,1993-94,LaLiga,Spain,1993-11-10_Vallecano_Sociedad
1993-11-21,Albacete,Vallecano,1,1,1993-94,LaLiga,Spain,1993-11-21_Albacete_Vallecano
1993-11-21,Barcelona,Lerida,0,1,1993-94,LaLiga,Spain,1993-11-21_Barcelona_Lerida
1993-11-21,La Coruna,Oviedo,4,0,1993-94,LaLiga,Spain,1993-11-21_La Coruna_Oviedo
1993-11-21,Osasuna,Santander,0,0,1993-94,LaLiga,Spain,1993-11-21_Osasuna_Santander
1993-11-21,Real Madrid,Celta,2,1,1993-94,LaLiga,Spain,1993-11-21_Real Madrid_Celta
1993-11-21,Sevilla,Valencia,0,1,1993-94,LaLiga,Spain,1993-11-21_Sevilla_Valencia
1993-11-21,Sociedad,Logrones,2,2,1993-94,LaLiga,Spain,1993-11-21_Sociedad_Logrones
1993-11-21,Sp Gijon,Ath Bilbao,0,1,1993-94,LaLiga,Spain,1993-11-21_Sp Gijon_Ath Bilbao
1993-11-21,Valladolid,Ath Madrid,1,1,1993-94,LaLiga,Spain,1993-11-21_Valladolid_Ath Madrid
1993-11-21,Zaragoza,Tenerife,6,2,1993-94,LaLiga,Spain,1993-11-21_Zaragoza_Tenerife
1993-11-28,Ath Bilbao,Oviedo,1,1,1993-94,LaLiga,Spain,1993-11-28_Ath Bilbao_Oviedo
1993-11-28,Ath Madrid,La Coruna,0,1,1993-94,LaLiga,Spain,1993-11-28_Ath Madrid_La Coruna
1993-11-28,Celta,Sevilla,2,1,1993-94,LaLiga,Spain,1993-11-28_Celta_Sevilla
1993-11-28,Lerida,Zaragoza,0,1,1993-94,LaLiga,Spain,1993-11-28_Lerida_Zaragoza
1993-11-28,Logrones,Albacete,2,2,1993-94,LaLiga,Spain,1993-11-28_Logrones_Albacete
1993-11-28,Santander,Valladolid,5,1,1993-94,LaLiga,Spain,1993-11-28_Santander_Valladolid
1993-11-28,Sp Gijon,Real Madrid,2,1,1993-94,LaLiga,Spain,1993-11-28_Sp Gijon_Real Madrid
1993-11-28,Tenerife,Osasuna,1,0,1993-94,LaLiga,Spain,1993-11-28_Tenerife_Osasuna
1993-11-28,Valencia,Sociedad,0,0,1993-94,LaLiga,Spain,1993-11-28_Valencia_Sociedad
1993-11-28,Vallecano,Barcelona,2,4,1993-94,LaLiga,Spain,1993-11-28_Vallecano_Barcelona
1993-12-05,Albacete,Valencia,3,1,1993-94,LaLiga,Spain,1993-12-05_Albacete_Valencia
1993-12-05,Barcelona,Logrones,2,2,1993-94,LaLiga,Spain,1993-12-05_Barcelona_Logrones
1993-12-05,La Coruna,Santander,1,0,1993-94,LaLiga,Spain,1993-12-05_La Coruna_Santander
1993-12-05,Osasuna,Lerida,1,0,1993-94,LaLiga,Spain,1993-12-05_Osasuna_Lerida
1993-12-05,Oviedo,Ath Madrid,1,1,1993-94,LaLiga,Spain,1993-12-05_Oviedo_Ath Madrid
1993-12-05,Real Madrid,Ath Bilbao,2,1,1993-94,LaLiga,Spain,1993-12-05_Real Madrid_Ath Bilbao
1993-12-05,Sevilla,Sp Gijon,1,2,1993-94,LaLiga,Spain,1993-12-05_Sevilla_Sp Gijon
1993-12-05,Sociedad,Celta,2,1,1993-94,LaLiga,Spain,1993-12-05_Sociedad_Celta
1993-12-05,Valladolid,Tenerife,2,0,1993-94,LaLiga,Spain,1993-12-05_Valladolid_Tenerife
1993-12-05,Zaragoza,Vallecano,4,1,1993-94,LaLiga,Spain,1993-12-05_Zaragoza_Vallecano
1993-12-12,Ath Bilbao,Ath Madrid,3,2,1993-94,LaLiga,Spain,1993-12-12_Ath Bilbao_Ath Madrid
1993-12-12,Celta,Albacete,1,4,1993-94,LaLiga,Spain,1993-12-12_Celta_Albacete
1993-12-12,Lerida,Valladolid,1,0,1993-94,LaLiga,Spain,1993-12-12_Lerida_Valladolid
1993-12-12,Logrones,Zaragoza,2,2,1993-94,LaLiga,Spain,1993-12-12_Logrones_Zaragoza
1993-12-12,Real Madrid,Sevilla,0,0,1993-94,LaLiga,Spain,1993-12-12_Real Madrid_Sevilla
1993-12-12,Santander,Oviedo,1,2,1993-94,LaLiga,Spain,1993-12-12_Santander_Oviedo
1993-12-12,Sp Gijon,Sociedad,3,2,1993-94,LaLiga,Spain,1993-12-12_Sp Gijon_Sociedad
1993-12-12,Tenerife,La Coruna,0,1,1993-94,LaLiga,Spain,1993-12-12_Tenerife_La Coruna
1993-12-12,Valencia,Barcelona,0,4,1993-94,LaLiga,Spain,1993-12-12_Valencia_Barcelona
1993-12-12,Vallecano,Osasuna,1,0,1993-94,LaLiga,Spain,1993-12-12_Vallecano_Osasuna
1993-12-19,Albacete,Sp Gijon,3,1,1993-94,LaLiga,Spain,1993-12-19_Albacete_Sp Gijon
1993-12-19,Ath Madrid,Santander,4,0,1993-94,LaLiga,Spain,1993-12-19_Ath Madrid_Santander
1993-12-19,Barcelona,Celta,1,0,1993-94,LaLiga,Spain,1993-12-19_Barcelona_Celta
1993-12-19,La Coruna,Lerida,2,0,1993-94,LaLiga,Spain,1993-12-19_La Coruna_Lerida
1993-12-19,Osasuna,Logrones,1,3,1993-94,LaLiga,Spain,1993-12-19_Osasuna_Logrones
1993-12-19,Oviedo,Tenerife,1,0,1993-94,LaLiga,Spain,1993-12-19_Oviedo_Tenerife
1993-12-19,Sevilla,Ath Bilbao,1,3,1993-94,LaLiga,Spain,1993-12-19_Sevilla_Ath Bilbao
1993-12-19,Sociedad,Real Madrid,2,0,1993-94,LaLiga,Spain,1993-12-19_Sociedad_Real Madrid
1993-12-19,Valladolid,Vallecano,1,3,1993-94,LaLiga,Spain,1993-12-19_Valladolid_Vallecano
1993-12-19,Zaragoza,Valencia,1,0,1993-94,LaLiga,Spain,1993-12-19_Zaragoza_Valencia
1994-01-02,Ath Bilbao,Santander,1,2,1993-94,LaLiga,Spain,1994-01-02_Ath Bilbao_Santander
1994-01-02,Celta,Zaragoza,1,0,1993-94,LaLiga,Spain,1994-01-02_Celta_Zaragoza
1994-01-02,Lerida,Oviedo,1,1,1993-94,LaLiga,Spain,1994-01-02_Lerida_Oviedo
1994-01-02,Logrones,Valladolid,0,0,1993-94,LaLiga,Spain,1994-01-02_Logrones_Valladolid
1994-01-02,Real Madrid,Albacete,2,0,1993-94,LaLiga,Spain,1994-01-02_Real Madrid_Albacete
1994-01-02,Sevilla,Sociedad,1,0,1993-94,LaLiga,Spain,1994-01-02_Sevilla_Sociedad
1994-01-02,Sp Gijon,Barcelona,2,0,1993-94,LaLiga,Spain,1994-01-02_Sp Gijon_Barcelona
1994-01-02,Tenerife,Ath Madrid,1,1,1993-94,LaLiga,Spain,1994-01-02_Tenerife_Ath Madrid
1994-01-02,Valencia,Osasuna,0,0,1993-94,LaLiga,Spain,1994-01-02_Valencia_Osasuna
1994-01-02,Vallecano,La Coruna,0,0,1993-94,LaLiga,Spain,1994-01-02_Vallecano_La Coruna
1994-01-09,Albacete,Sevilla,2,2,1993-94,LaLiga,Spain,1994-01-09_Albacete_Sevilla
1994-01-09,Ath Bilbao,Sociedad,0,0,1993-94,LaLiga,Spain,1994-01-09_Ath Bilbao_Sociedad
1994-01-09,Ath Madrid,Lerida,0,0,1993-94,LaLiga,Spain,1994-01-09_Ath Madrid_Lerida
1994-01-09,Barcelona,Real Madrid,5,0,1993-94,LaLiga,Spain,1994-01-09_Barcelona_Real Madrid
1994-01-09,La Coruna,Logrones,3,0,1993-94,LaLiga,Spain,1994-01-09_La Coruna_Logrones
1994-01-09,Osasuna,Celta,0,1,1993-94,LaLiga,Spain,1994-01-09_Osasuna_Celta
1994-01-09,Oviedo,Vallecano,5,0,1993-94,LaLiga,Spain,1994-01-09_Oviedo_Vallecano
1994-01-09,Santander,Tenerife,1,0,1993-94,LaLiga,Spain,1994-01-09_Santander_Tenerife
1994-01-09,Valladolid,Valencia,1,1,1993-94,LaLiga,Spain,1994-01-09_Valladolid_Valencia
1994-01-09,Zaragoza,Sp Gijon,3,0,1993-94,LaLiga,Spain,1994-01-09_Zaragoza_Sp Gijon
1994-01-16,Celta,Valladolid,1,2,1993-94,LaLiga,Spain,1994-01-16_Celta_Valladolid
1994-01-16,Lerida,Santander,0,0,1993-94,LaLiga,Spain,1994-01-16_Lerida_Santander
1994-01-16,Logrones,Oviedo,2,2,1993-94,LaLiga,Spain,1994-01-16_Logrones_Oviedo
1994-01-16,Real Madrid,Zaragoza,3,2,1993-94,LaLiga,Spain,1994-01-16_Real Madrid_Zaragoza
1994-01-16,Sevilla,Barcelona,0,0,1993-94,LaLiga,Spain,1994-01-16_Sevilla_Barcelona
1994-01-16,Sociedad,Albacete,1,1,1993-94,LaLiga,Spain,1994-01-16_Sociedad_Albacete
1994-01-16,Sp Gijon,Osasuna,7,1,1993-94,LaLiga,Spain,1994-01-16_Sp Gijon_Osasuna
1994-01-16,Tenerife,Ath Bilbao,2,1,1993-94,LaLiga,Spain,1994-01-16_Tenerife_Ath Bilbao
1994-01-16,Valencia,La Coruna,1,3,1993-94,LaLiga,Spain,1994-01-16_Valencia_La Coruna
1994-01-16,Vallecano,Ath Madrid,2,1,1993-94,LaLiga,Spain,1994-01-16_Vallecano_Ath Madrid
1994-01-23,Albacete,Ath Bilbao,1,0,1993-94,LaLiga,Spain,1994-01-23_Albacete_Ath Bilbao
1994-01-23,Celta,La Coruna,0,0,1993-94,LaLiga,Spain,1994-01-23_Celta_La Coruna
1994-01-23,Lerida,Tenerife,1,1,1993-94,LaLiga,Spain,1994-01-23_Lerida_Tenerife
1994-01-23,Logrones,Ath Madrid,1,0,1993-94,LaLiga,Spain,1994-01-23_Logrones_Ath Madrid
1994-01-23,Real Madrid,Osasuna,0,0,1993-94,LaLiga,Spain,1994-01-23_Real Madrid_Osasuna
1994-01-23,Sevilla,Zaragoza,0,1,1993-94,LaLiga,Spain,1994-01-23_Sevilla_Zaragoza
1994-01-23,Sociedad,Barcelona,2,1,1993-94,LaLiga,Spain,1994-01-23_Sociedad_Barcelona
1994-01-23,Sp Gijon,Valladolid,2,0,1993-94,LaLiga,Spain,1994-01-23_Sp Gijon_Valladolid
1994-01-23,Valencia,Oviedo,2,2,1993-94,LaLiga,Spain,1994-01-23_Valencia_Oviedo
1994-01-23,Vallecano,Santander,1,1,1993-94,LaLiga,Spain,1994-01-23_Vallecano_Santander
1994-01-30,Ath Bilbao,Lerida,4,0,1993-94,LaLiga,Spain,1994-01-30_Ath Bilbao_Lerida
1994-01-30,Ath Madrid,Valencia,2,0,1993-94,LaLiga,Spain,1994-01-30_Ath Madrid_Valencia
1994-01-30,Barcelona,Albacete,2,1,1993-94,LaLiga,Spain,1994-01-30_Barcelona_Albacete
1994-01-30,La Coruna,Sp Gijon,2,1,1993-94,LaLiga,Spain,1994-01-30_La Coruna_Sp Gijon
1994-01-30,Osasuna,Sevilla,0,0,1993-94,LaLiga,Spain,1994-01-30_Osasuna_Sevilla
1994-01-30,Oviedo,Celta,1,0,1993-94,LaLiga,Spain,1994-01-30_Oviedo_Celta
1994-01-30,Santander,Logrones,0,0,1993-94,LaLiga,Spain,1994-01-30_Santander_Logrones
1994-01-30,Tenerife,Vallecano,3,1,1993-94,LaLiga,Spain,1994-01-30_Tenerife_Vallecano
1994-01-30,Valladolid,Real Madrid,0,0,1993-94,LaLiga,Spain,1994-01-30_Valladolid_Real Madrid
1994-01-30,Zaragoza,Sociedad,3,0,1993-94,LaLiga,Spain,1994-01-30_Zaragoza_Sociedad
1994-02-06,Albacete,Zaragoza,2,1,1993-94,LaLiga,Spain,1994-02-06_Albacete_Zaragoza
1994-02-06,Barcelona,Ath Bilbao,2,3,1993-94,LaLiga,Spain,1994-02-06_Barcelona_Ath Bilbao
1994-02-06,Celta,Ath Madrid,3,2,1993-94,LaLiga,Spain,1994-02-06_Celta_Ath Madrid
1994-02-06,Logrones,Tenerife,1,2,1993-94,LaLiga,Spain,1994-02-06_Logrones_Tenerife
1994-02-06,Real Madrid,La Coruna,2,0,1993-94,LaLiga,Spain,1994-02-06_Real Madrid_La Coruna
1994-02-06,Sevilla,Valladolid,3,3,1993-94,LaLiga,Spain,1994-02-06_Sevilla_Valladolid
1994-02-06,Sociedad,Osasuna,1,0,1993-94,LaLiga,Spain,1994-02-06_Sociedad_Osasuna
1994-02-06,Sp Gijon,Oviedo,0,0,1993-94,LaLiga,Spain,1994-02-06_Sp Gijon_Oviedo
1994-02-06,Valencia,Santander,2,1,1993-94,LaLiga,Spain,1994-02-06_Valencia_Santander
1994-02-06,Vallecano,Lerida,1,2,1993-94,LaLiga,Spain,1994-02-06_Vallecano_Lerida
1994-02-13,Ath Bilbao,Vallecano,0,0,1993-94,LaLiga,Spain,1994-02-13_Ath Bilbao_Vallecano
1994-02-13,Ath Madrid,Sp Gijon,2,0,1993-94,LaLiga,Spain,1994-02-13_Ath Madrid_Sp Gijon
1994-02-13,La Coruna,Sevilla,2,0,1993-94,LaLiga,Spain,1994-02-13_La Coruna_Sevilla
1994-02-13,Lerida,Logrones,1,1,1993-94,LaLiga,Spain,1994-02-13_Lerida_Logrones
1994-02-13,Osasuna,Albacete,3,1,1993-94,LaLiga,Spain,1994-02-13_Osasuna_Albacete
1994-02-13,Oviedo,Real Madrid,0,1,1993-94,LaLiga,Spain,1994-02-13_Oviedo_Real Madrid
1994-02-13,Santander,Celta,2,1,1993-94,LaLiga,Spain,1994-02-13_Santander_Celta
1994-02-13,Tenerife,Valencia,1,0,1993-94,LaLiga,Spain,1994-02-13_Tenerife_Valencia
1994-02-13,Valladolid,Sociedad,0,0,1993-94,LaLiga,Spain,1994-02-13_Valladolid_Sociedad
1994-02-13,Zaragoza,Barcelona,6,3,1993-94,LaLiga,Spain,1994-02-13_Zaragoza_Barcelona
1994-02-20,Albacete,Valladolid,1,1,1993-94,LaLiga,Spain,1994-02-20_Albacete_Valladolid
1994-02-20,Barcelona,Osasuna,8,1,1993-94,LaLiga,Spain,1994-02-20_Barcelona_Osasuna
1994-02-20,Celta,Tenerife,1,0,1993-94,LaLiga,Spain,1994-02-20_Celta_Tenerife
1994-02-20,Logrones,Vallecano,1,1,1993-94,LaLiga,Spain,1994-02-20_Logrones_Vallecano
1994-02-20,Real Madrid,Ath Madrid,1,0,1993-94,LaLiga,Spain,1994-02-20_Real Madrid_Ath Madrid
1994-02-20,Sevilla,Oviedo,2,0,1993-94,LaLiga,Spain,1994-02-20_Sevilla_Oviedo
1994-02-20,Sociedad,La Coruna,0,1,1993-94,LaLiga,Spain,1994-02-20_Sociedad_La Coruna
1994-02-20,Sp Gijon,Santander,0,2,1993-94,LaLiga,Spain,1994-02-20_Sp Gijon_Santander
1994-02-20,Valencia,Lerida,3,3,1993-94,LaLiga,Spain,1994-02-20_Valencia_Lerida
1994-02-20,Zaragoza,Ath Bilbao,1,0,1993-94,LaLiga,Spain,1994-02-20_Zaragoza_Ath Bilbao
1994-02-23,Ath Bilbao,Logrones,0,0,1993-94,LaLiga,Spain,1994-02-23_Ath Bilbao_Logrones
1994-02-23,Ath Madrid,Sevilla,2,4,1993-94,LaLiga,Spain,1994-02-23_Ath Madrid_Sevilla
1994-02-23,La Coruna,Albacete,5,1,1993-94,LaLiga,Spain,1994-02-23_La Coruna_Albacete
1994-02-23,Lerida,Celta,0,0,1993-94,LaLiga,Spain,1994-02-23_Lerida_Celta
