Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,League,Country,Game
2002-01-12,Ath Bilbao,Sociedad,2,1,2001-02,LaLiga,Spain,2002-01-12_Ath Bilbao_Sociedad
2002-01-12,Villarreal,Vallecano,1,1,2001-02,LaLiga,Spain,2002-01-12_Villarreal_Vallecano
2002-01-13,Alaves,Tenerife,1,0,2001-02,LaLiga,Spain,2002-01-13_Alaves_Tenerife
2002-01-13,Barcelona,Sevilla,3,1,2001-02,LaLiga,Spain,2002-01-13_Barcelona_Sevilla
2002-01-13,Betis,Malaga,1,1,2001-02,LaLiga,Spain,2002-01-13_Betis_Malaga
2002-01-13,Celta,Osasuna,1,1,2001-02,LaLiga,Spain,2002-01-13_Celta_Osasuna
2002-01-13,Las Palmas,Mallorca,3,1,2001-02,LaLiga,Spain,2002-01-13_Las Palmas_Mallorca
2002-01-13,Real Madrid,Valencia,1,0,2001-02,LaLiga,Spain,2002-01-13_Real Madrid_Valencia
2002-01-13,Valladolid,La Coruna,3,0,2001-02,LaLiga,Spain,2002-01-13_Valladolid_La Coruna
2002-01-13,Zaragoza,Espanol,0,0,2001-02,LaLiga,Spain,2002-01-13_Zaragoza_Espanol
2002-01-19,Malaga,Real Madrid,1,1,2001-02,LaLiga,Spain,2002-01-19_Malaga_Real Madrid
2002-01-19,Sociedad,Alaves,1,2,2001-02,LaLiga,Spain,2002-01-19_Sociedad_Alaves
2002-01-20,La Coruna,Las Palmas,1,0,2001-02,LaLiga,Spain,2002-01-20_La Coruna_Las Palmas
2002-01-20,Espanol,Betis,1,1,2001-02,LaLiga,Spain,2002-01-20_Espanol_Betis
2002-01-20,Mallorca,Ath Bilbao,3,0,2001-02,LaLiga,Spain,2002-01-20_Mallorca_Ath Bilbao
2002-01-20,Osasuna,Villarreal,2,2,2001-02,LaLiga,Spain,2002-01-20_Osasuna_Villarreal
2002-01-20,Vallecano,Barcelona,2,1,2001-02,LaLiga,Spain,2002-01-20_Vallecano_Barcelona
2002-01-20,Sevilla,Zaragoza,4,2,2001-02,LaLiga,Spain,2002-01-20_Sevilla_Zaragoza
2002-01-20,Tenerife,Celta,1,1,2001-02,LaLiga,Spain,2002-01-20_Tenerife_Celta
2002-01-20,Valencia,Valladolid,1,2,2001-02,LaLiga,Spain,2002-01-20_Valencia_Valladolid
2002-01-23,Vallecano,Alaves,2,0,2001-02,LaLiga,Spain,2002-01-23_Vallecano_Alaves
2002-01-26,Celta,Sociedad,3,1,2001-02,LaLiga,Spain,2002-01-26_Celta_Sociedad
2002-01-26,Las Palmas,Valencia,0,1,2001-02,LaLiga,Spain,2002-01-26_Las Palmas_Valencia
2002-01-27,Alaves,Mallorca,0,4,2001-02,LaLiga,Spain,2002-01-27_Alaves_Mallorca
2002-01-27,Ath Bilbao,La Coruna,1,1,2001-02,LaLiga,Spain,2002-01-27_Ath Bilbao_La Coruna
2002-01-27,Barcelona,Osasuna,0,1,2001-02,LaLiga,Spain,2002-01-27_Barcelona_Osasuna
2002-01-27,Real Madrid,Betis,1,1,2001-02,LaLiga,Spain,2002-01-27_Real Madrid_Betis
2002-01-27,Sevilla,Espanol,3,0,2001-02,LaLiga,Spain,2002-01-27_Sevilla_Espanol
2002-01-27,Valladolid,Malaga,0,0,2001-02,LaLiga,Spain,2002-01-27_Valladolid_Malaga
2002-01-27,Villarreal,Tenerife,2,1,2001-02,LaLiga,Spain,2002-01-27_Villarreal_Tenerife
2002-01-27,Zaragoza,Vallecano,3,2,2001-02,LaLiga,Spain,2002-01-27_Zaragoza_Vallecano
2002-02-02,La Coruna,Alaves,0,1,2001-02,LaLiga,Spain,2002-02-02_La Coruna_Alaves
2002-02-02,Mallorca,Celta,0,1,2001-02,LaLiga,Spain,2002-02-02_Mallorca_Celta
2002-02-02,Sociedad,Villarreal,2,1,2001-02,LaLiga,Spain,2002-02-02_Sociedad_Villarreal
2002-02-02,Vallecano,Sevilla,2,1,2001-02,LaLiga,Spain,2002-02-02_Vallecano_Sevilla
2002-02-02,Tenerife,Barcelona,0,6,2001-02,LaLiga,Spain,2002-02-02_Tenerife_Barcelona
2002-02-03,Betis,Valladolid,2,0,2001-02,LaLiga,Spain,2002-02-03_Betis_Valladolid
2002-02-03,Espanol,Real Madrid,2,1,2001-02,LaLiga,Spain,2002-02-03_Espanol_Real Madrid
2002-02-03,Malaga,Las Palmas,1,1,2001-02,LaLiga,Spain,2002-02-03_Malaga_Las Palmas
2002-02-03,Osasuna,Zaragoza,0,0,2001-02,LaLiga,Spain,2002-02-03_Osasuna_Zaragoza
2002-02-03,Valencia,Ath Bilbao,2,1,2001-02,LaLiga,Spain,2002-02-03_Valencia_Ath Bilbao
2002-02-05,Celta,La Coruna,0,2,2001-02,LaLiga,Spain,2002-02-05_Celta_La Coruna
2002-02-06,Alaves,Valencia,1,2,2001-02,LaLiga,Spain,2002-02-06_Alaves_Valencia
2002-02-06,Ath Bilbao,Malaga,3,2,2001-02,LaLiga,Spain,2002-02-06_Ath Bilbao_Malaga
2002-02-06,Barcelona,Sociedad,2,0,2001-02,LaLiga,Spain,2002-02-06_Barcelona_Sociedad
2002-02-06,Las Palmas,Betis,0,0,2001-02,LaLiga,Spain,2002-02-06_Las Palmas_Betis
2002-02-06,Vallecano,Espanol,2,2,2001-02,LaLiga,Spain,2002-02-06_Vallecano_Espanol
2002-02-06,Sevilla,Osasuna,0,0,2001-02,LaLiga,Spain,2002-02-06_Sevilla_Osasuna
2002-02-06,Valladolid,Real Madrid,2,1,2001-02,LaLiga,Spain,2002-02-06_Valladolid_Real Madrid
2002-02-06,Villarreal,Mallorca,2,1,2001-02,LaLiga,Spain,2002-02-06_Villarreal_Mallorca
2002-02-06,Zaragoza,Tenerife,1,1,2001-02,LaLiga,Spain,2002-02-06_Zaragoza_Tenerife
2002-02-09,Mallorca,Barcelona,0,0,2001-02,LaLiga,Spain,2002-02-09_Mallorca_Barcelona
2002-02-09,Valencia,Celta,0,0,2001-02,LaLiga,Spain,2002-02-09_Valencia_Celta
2002-02-10,Betis,Ath Bilbao,1,1,2001-02,LaLiga,Spain,2002-02-10_Betis_Ath Bilbao
2002-02-10,La Coruna,Villarreal,0,0,2001-02,LaLiga,Spain,2002-02-10_La Coruna_Villarreal
2002-02-10,Espanol,Valladolid,1,0,2001-02,LaLiga,Spain,2002-02-10_Espanol_Valladolid
2002-02-10,Malaga,Alaves,1,0,2001-02,LaLiga,Spain,2002-02-10_Malaga_Alaves
2002-02-10,Osasuna,Vallecano,1,0,2001-02,LaLiga,Spain,2002-02-10_Osasuna_Vallecano
2002-02-10,Real Madrid,Las Palmas,7,0,2001-02,LaLiga,Spain,2002-02-10_Real Madrid_Las Palmas
2002-02-10,Sociedad,Zaragoza,3,1,2001-02,LaLiga,Spain,2002-02-10_Sociedad_Zaragoza
2002-02-10,Tenerife,Sevilla,1,1,2001-02,LaLiga,Spain,2002-02-10_Tenerife_Sevilla
2002-02-16,Ath Bilbao,Real Madrid,2,1,2001-02,LaLiga,Spain,2002-02-16_Ath Bilbao_Real Madrid
2002-02-16,Barcelona,La Coruna,3,2,2001-02,LaLiga,Spain,2002-02-16_Barcelona_La Coruna
2002-02-16,Villarreal,Valencia,1,1,2001-02,LaLiga,Spain,2002-02-16_Villarreal_Valencia
2002-02-17,Alaves,Betis,0,1,2001-02,LaLiga,Spain,2002-02-17_Alaves_Betis
2002-02-17,Celta,Malaga,0,0,2001-02,LaLiga,Spain,2002-02-17_Celta_Malaga
2002-02-17,Las Palmas,Valladolid,1,1,2001-02,LaLiga,Spain,2002-02-17_Las Palmas_Valladolid
2002-02-17,Osasuna,Espanol,1,1,2001-02,LaLiga,Spain,2002-02-17_Osasuna_Espanol
2002-02-17,Vallecano,Tenerife,2,0,2001-02,LaLiga,Spain,2002-02-17_Vallecano_Tenerife
2002-02-17,Sevilla,Sociedad,0,1,2001-02,LaLiga,Spain,2002-02-17_Sevilla_Sociedad
2002-02-17,Zaragoza,Mallorca,1,0,2001-02,LaLiga,Spain,2002-02-17_Zaragoza_Mallorca
2002-02-23,La Coruna,Zaragoza,1,0,2001-02,LaLiga,Spain,2002-02-23_La Coruna_Zaragoza
2002-02-23,Real Madrid,Alaves,3,1,2001-02,LaLiga,Spain,2002-02-23_Real Madrid_Alaves
2002-02-23,Valencia,Barcelona,2,0,2001-02,LaLiga,Spain,2002-02-23_Valencia_Barcelona
2002-02-24,Betis,Celta,4,1,2001-02,LaLiga,Spain,2002-02-24_Betis_Celta
2002-02-24,Espanol,Las Palmas,3,1,2001-02,LaLiga,Spain,2002-02-24_Espanol_Las Palmas
2002-02-24,Malaga,Villarreal,2,1,2001-02,LaLiga,Spain,2002-02-24_Malaga_Villarreal
2002-02-24,Mallorca,Sevilla,0,4,2001-02,LaLiga,Spain,2002-02-24_Mallorca_Sevilla
2002-02-24,Sociedad,Vallecano,2,2,2001-02,LaLiga,Spain,2002-02-24_Sociedad_Vallecano
2002-02-24,Tenerife,Osasuna,3,1,2001-02,LaLiga,Spain,2002-02-24_Tenerife_Osasuna
2002-02-24,Valladolid,Ath Bilbao,2,0,2001-02,LaLiga,Spain,2002-02-24_Valladolid_Ath Bilbao
2002-03-02,Celta,Real Madrid,0,1,2001-02,LaLiga,Spain,2002-03-02_Celta_Real Madrid
2002-03-02,Sevilla,La Coruna,0,1,2001-02,LaLiga,Spain,2002-03-02_Sevilla_La Coruna
2002-03-02,Villarreal,Betis,1,1,2001-02,LaLiga,Spain,2002-03-02_Villarreal_Betis
2002-03-03,Alaves,Valladolid,3,1,2001-02,LaLiga,Spain,2002-03-03_Alaves_Valladolid
2002-03-03,Ath Bilbao,Las Palmas,3,1,2001-02,LaLiga,Spain,2002-03-03_Ath Bilbao_Las Palmas
2002-03-03,Barcelona,Malaga,5,1,2001-02,LaLiga,Spain,2002-03-03_Barcelona_Malaga
2002-03-03,Osasuna,Sociedad,1,1,2001-02,LaLiga,Spain,2002-03-03_Osasuna_Sociedad
2002-03-03,Vallecano,Mallorca,0,2,2001-02,LaLiga,Spain,2002-03-03_Vallecano_Mallorca
2002-03-03,Tenerife,Espanol,1,1,2001-02,LaLiga,Spain,2002-03-03_Tenerife_Espanol
2002-03-03,Zaragoza,Valencia,0,1,2001-02,LaLiga,Spain,2002-03-03_Zaragoza_Valencia
2002-03-09,Betis,Barcelona,2,1,2001-02,LaLiga,Spain,2002-03-09_Betis_Barcelona
2002-03-09,La Coruna,Vallecano,1,1,2001-02,LaLiga,Spain,2002-03-09_La Coruna_Vallecano
2002-03-09,Las Palmas,Alaves,2,1,2001-02,LaLiga,Spain,2002-03-09_Las Palmas_Alaves
2002-03-09,Real Madrid,Villarreal,3,0,2001-02,LaLiga,Spain,2002-03-09_Real Madrid_Villarreal
2002-03-10,Espanol,Ath Bilbao,2,0,2001-02,LaLiga,Spain,2002-03-10_Espanol_Ath Bilbao
2002-03-10,Malaga,Zaragoza,2,1,2001-02,LaLiga,Spain,2002-03-10_Malaga_Zaragoza
2002-03-10,Mallorca,Osasuna,4,2,2001-02,LaLiga,Spain,2002-03-10_Mallorca_Osasuna
2002-03-10,Sociedad,Tenerife,0,2,2001-02,LaLiga,Spain,2002-03-10_Sociedad_Tenerife
2002-03-10,Valencia,Sevilla,2,0,2001-02,LaLiga,Spain,2002-03-10_Valencia_Sevilla
2002-03-10,Valladolid,Celta,2,4,2001-02,LaLiga,Spain,2002-03-10_Valladolid_Celta
2002-03-16,Barcelona,Real Madrid,1,1,2001-02,LaLiga,Spain,2002-03-16_Barcelona_Real Madrid
2002-03-16,Osasuna,La Coruna,1,3,2001-02,LaLiga,Spain,2002-03-16_Osasuna_La Coruna
2002-03-17,Alaves,Ath Bilbao,2,3,2001-02,LaLiga,Spain,2002-03-17_Alaves_Ath Bilbao
2002-03-17,Celta,Las Palmas,3,2,2001-02,LaLiga,Spain,2002-03-17_Celta_Las Palmas
2002-03-17,Sociedad,Espanol,1,0,2001-02,LaLiga,Spain,2002-03-17_Sociedad_Espanol
2002-03-17,Vallecano,Valencia,2,1,2001-02,LaLiga,Spain,2002-03-17_Vallecano_Valencia
2002-03-17,Sevilla,Malaga,0,2,2001-02,LaLiga,Spain,2002-03-17_Sevilla_Malaga
2002-03-17,Tenerife,Mallorca,0,0,2001-02,LaLiga,Spain,2002-03-17_Tenerife_Mallorca
2002-03-17,Villarreal,Valladolid,2,2,2001-02,LaLiga,Spain,2002-03-17_Villarreal_Valladolid
2002-03-17,Zaragoza,Betis,1,1,2001-02,LaLiga,Spain,2002-03-17_Zaragoza_Betis
2002-03-23,Betis,Sevilla,0,0,2001-02,LaLiga,Spain,2002-03-23_Betis_Sevilla
2002-03-23,Las Palmas,Villarreal,3,2,2001-02,LaLiga,Spain,2002-03-23_Las Palmas_Villarreal
2002-03-23,Malaga,Vallecano,0,0,2001-02,LaLiga,Spain,2002-03-23_Malaga_Vallecano
2002-03-24,Ath Bilbao,Celta,1,6,2001-02,LaLiga,Spain,2002-03-24_Ath Bilbao_Celta
2002-03-24,La Coruna,Tenerife,3,1,2001-02,LaLiga,Spain,2002-03-24_La Coruna_Tenerife
2002-03-24,Espanol,Alaves,1,2,2001-02,LaLiga,Spain,2002-03-24_Espanol_Alaves
2002-03-24,Mallorca,Sociedad,0,2,2001-02,LaLiga,Spain,2002-03-24_Mallorca_Sociedad
2002-03-24,Real Madrid,Zaragoza,3,1,2001-02,LaLiga,Spain,2002-03-24_Real Madrid_Zaragoza
2002-03-24,Valencia,Osasuna,2,1,2001-02,LaLiga,Spain,2002-03-24_Valencia_Osasuna
2002-03-24,Valladolid,Barcelona,1,2,2001-02,LaLiga,Spain,2002-03-24_Valladolid_Barcelona
2002-03-30,Barcelona,Las Palmas,1,1,2001-02,LaLiga,Spain,2002-03-30_Barcelona_Las Palmas
2002-03-30,Celta,Alaves,3,1,2001-02,LaLiga,Spain,2002-03-30_Celta_Alaves
2002-03-30,Sociedad,La Coruna,1,1,2001-02,LaLiga,Spain,2002-03-30_Sociedad_La Coruna
2002-03-30,Sevilla,Real Madrid,0,1,2001-02,LaLiga,Spain,2002-03-30_Sevilla_Real Madrid
2002-03-30,Tenerife,Valencia,0,1,2001-02,LaLiga,Spain,2002-03-30_Tenerife_Valencia
2002-03-31,Mallorca,Espanol,2,1,2001-02,LaLiga,Spain,2002-03-31_Mallorca_Espanol
2002-03-31,Osasuna,Malaga,0,2,2001-02,LaLiga,Spain,2002-03-31_Osasuna_Malaga
2002-03-31,Vallecano,Betis,0,0,2001-02,LaLiga,Spain,2002-03-31_Vallecano_Betis
2002-03-31,Villarreal,Ath Bilbao,5,2,2001-02,LaLiga,Spain,2002-03-31_Villarreal_Ath Bilbao
2002-03-31,Zaragoza,Valladolid,0,0,2001-02,LaLiga,Spain,2002-03-31_Zaragoza_Valladolid
2002-04-06,Ath Bilbao,Barcelona,0,2,2001-02,LaLiga,Spain,2002-04-06_Ath Bilbao_Barcelona
2002-04-06,La Coruna,Mallorca,5,0,2001-02,LaLiga,Spain,2002-04-06_La Coruna_Mallorca
2002-04-06,Las Palmas,Zaragoza,1,1,2001-02,LaLiga,Spain,2002-04-06_Las Palmas_Zaragoza
2002-04-06,Real Madrid,Vallecano,3,1,2001-02,LaLiga,Spain,2002-04-06_Real Madrid_Vallecano
2002-04-07,Alaves,Villarreal,2,1,2001-02,LaLiga,Spain,2002-04-07_Alaves_Villarreal
2002-04-07,Betis,Osasuna,0,0,2001-02,LaLiga,Spain,2002-04-07_Betis_Osasuna
2002-04-07,Espanol,Celta,2,0,2001-02,LaLiga,Spain,2002-04-07_Espanol_Celta
2002-04-07,Malaga,Tenerife,2,0,2001-02,LaLiga,Spain,2002-04-07_Malaga_Tenerife
2002-04-07,Valencia,Sociedad,4,0,2001-02,LaLiga,Spain,2002-04-07_Valencia_Sociedad
2002-04-07,Valladolid,Sevilla,1,1,2001-02,LaLiga,Spain,2002-04-07_Valladolid_Sevilla
2002-04-13,Mallorca,Valencia,1,1,2001-02,LaLiga,Spain,2002-04-13_Mallorca_Valencia
2002-04-14,Barcelona,Alaves,3,2,2001-02,LaLiga,Spain,2002-04-14_Barcelona_Alaves
2002-04-14,La Coruna,Espanol,3,1,2001-02,LaLiga,Spain,2002-04-14_La Coruna_Espanol
2002-04-14,Osasuna,Real Madrid,3,1,2001-02,LaLiga,Spain,2002-04-14_Osasuna_Real Madrid
2002-04-14,Sociedad,Malaga,2,1,2001-02,LaLiga,Spain,2002-04-14_Sociedad_Malaga
2002-04-14,Vallecano,Valladolid,1,0,2001-02,LaLiga,Spain,2002-04-14_Vallecano_Valladolid
2002-04-14,Sevilla,Las Palmas,1,1,2001-02,LaLiga,Spain,2002-04-14_Sevilla_Las Palmas
2002-04-14,Tenerife,Betis,2,1,2001-02,LaLiga,Spain,2002-04-14_Tenerife_Betis
2002-04-14,Villarreal,Celta,2,1,2001-02,LaLiga,Spain,2002-04-14_Villarreal_Celta
2002-04-14,Zaragoza,Ath Bilbao,2,2,2001-02,LaLiga,Spain,2002-04-14_Zaragoza_Ath Bilbao
2002-04-20,Celta,Barcelona,2,1,2001-02,LaLiga,Spain,2002-04-20_Celta_Barcelona
2002-04-20,Las Palmas,Vallecano,0,2,2001-02,LaLiga,Spain,2002-04-20_Las Palmas_Vallecano
2002-04-20,Real Madrid,Tenerife,4,1,2001-02,LaLiga,Spain,2002-04-20_Real Madrid_Tenerife
2002-04-21,Alaves,Zaragoza,2,1,2001-02,LaLiga,Spain,2002-04-21_Alaves_Zaragoza
2002-04-21,Ath Bilbao,Sevilla,0,1,2001-02,LaLiga,Spain,2002-04-21_Ath Bilbao_Sevilla
2002-04-21,Betis,Sociedad,3,0,2001-02,LaLiga,Spain,2002-04-21_Betis_Sociedad
2002-04-21,Espanol,Villarreal,3,1,2001-02,LaLiga,Spain,2002-04-21_Espanol_Villarreal
2002-04-21,Malaga,Mallorca,0,0,2001-02,LaLiga,Spain,2002-04-21_Malaga_Mallorca
2002-04-21,Valencia,La Coruna,1,0,2001-02,LaLiga,Spain,2002-04-21_Valencia_La Coruna
2002-04-21,Valladolid,Osasuna,1,0,2001-02,LaLiga,Spain,2002-04-21_Valladolid_Osasuna
2002-04-27,Barcelona,Villarreal,4,1,2001-02,LaLiga,Spain,2002-04-27_Barcelona_Villarreal
2002-04-27,Sociedad,Real Madrid,3,0,2001-02,LaLiga,Spain,2002-04-27_Sociedad_Real Madrid
2002-04-27,Valencia,Espanol,2,1,2001-02,LaLiga,Spain,2002-04-27_Valencia_Espanol
2002-04-28,La Coruna,Malaga,2,2,2001-02,LaLiga,Spain,2002-04-28_La Coruna_Malaga
2002-04-28,Mallorca,Betis,1,3,2001-02,LaLiga,Spain,2002-04-28_Mallorca_Betis
2002-04-28,Osasuna,Las Palmas,3,2,2001-02,LaLiga,Spain,2002-04-28_Osasuna_Las Palmas
2002-04-28,Vallecano,Ath Bilbao,4,2,2001-02,LaLiga,Spain,2002-04-28_Vallecano_Ath Bilbao
2002-04-28,Sevilla,Alaves,2,0,2001-02,LaLiga,Spain,2002-04-28_Sevilla_Alaves
2002-04-28,Tenerife,Valladolid,1,5,2001-02,LaLiga,Spain,2002-04-28_Tenerife_Valladolid
2002-04-28,Zaragoza,Celta,0,1,2001-02,LaLiga,Spain,2002-04-28_Zaragoza_Celta
2002-05-05,Alaves,Vallecano,0,1,2001-02,LaLiga,Spain,2002-05-05_Alaves_Vallecano
2002-05-05,Ath Bilbao,Osasuna,1,1,2001-02,LaLiga,Spain,2002-05-05_Ath Bilbao_Osasuna
2002-05-05,Barcelona,Espanol,2,0,2001-02,LaLiga,Spain,2002-05-05_Barcelona_Espanol
2002-05-05,Betis,La Coruna,0,3,2001-02,LaLiga,Spain,2002-05-05_Betis_La Coruna
2002-05-05,Celta,Sevilla,1,2,2001-02,LaLiga,Spain,2002-05-05_Celta_Sevilla
2002-05-05,Las Palmas,Tenerife,0,1,2001-02,LaLiga,Spain,2002-05-05_Las Palmas_Tenerife
2002-05-05,Malaga,Valencia,0,2,2001-02,LaLiga,Spain,2002-05-05_Malaga_Valencia
2002-05-05,Real Madrid,Mallorca,0,0,2001-02,LaLiga,Spain,2002-05-05_Real Madrid_Mallorca
2002-05-05,Valladolid,Sociedad,1,3,2001-02,LaLiga,Spain,2002-05-05_Valladolid_Sociedad
2002-05-05,Villarreal,Zaragoza,2,1,2001-02,LaLiga,Spain,2002-05-05_Villarreal_Zaragoza
2002-05-10,La Coruna,Real Madrid,3,0,2001-02,LaLiga,Spain,2002-05-10_La Coruna_Real Madrid
2002-05-11,Espanol,Malaga,1,2,2001-02,LaLiga,Spain,2002-05-11_Espanol_Malaga
2002-05-11,Mallorca,Valladolid,2,1,2001-02,LaLiga,Spain,2002-05-11_Mallorca_Valladolid
2002-05-11,Osasuna,Alaves,0,1,2001-02,LaLiga,Spain,2002-05-11_Osasuna_Alaves
2002-05-11,Sociedad,Las Palmas,1,1,2001-02,LaLiga,Spain,2002-05-11_Sociedad_Las Palmas
2002-05-11,Vallecano,Celta,1,0,2001-02,LaLiga,Spain,2002-05-11_Vallecano_Celta
2002-05-11,Sevilla,Villarreal,1,0,2001-02,LaLiga,Spain,2002-05-11_Sevilla_Villarreal
2002-05-11,Tenerife,Ath Bilbao,2,3,2001-02,LaLiga,Spain,2002-05-11_Tenerife_Ath Bilbao
2002-05-11,Valencia,Betis,2,0,2001-02,LaLiga,Spain,2002-05-11_Valencia_Betis
2002-05-11,Zaragoza,Barcelona,1,1,2001-02,LaLiga,Spain,2002-05-11_Zaragoza_Barcelona
2002-08-31,Santander,Valladolid,0,1,2002-03,LaLiga,Spain,2002-08-31_Santander_Valladolid
2002-09-01,Barcelona,Ath Madrid,2,2,2002-03,LaLiga,Spain,2002-09-01_Barcelona_Ath Madrid
2002-09-01,La Coruna,Betis,2,4,2002-03,LaLiga,Spain,2002-09-01_La Coruna_Betis
2002-09-01,Mallorca,Valencia,0,2,2002-03,LaLiga,Spain,2002-09-01_Mallorca_Valencia
2002-09-01,Recreativo,Malaga,2,3,2002-03,LaLiga,Spain,2002-09-01_Recreativo_Malaga
2002-09-01,Sevilla,Celta,0,1,2002-03,LaLiga,Spain,2002-09-01_Sevilla_Celta
2002-09-01,Sociedad,Ath Bilbao,4,2,2002-03,LaLiga,Spain,2002-09-01_Sociedad_Ath Bilbao
2002-09-01,Vallecano,Alaves,2,2,2002-03,LaLiga,Spain,2002-09-01_Vallecano_Alaves
2002-09-01,Villarreal,Osasuna,2,2,2002-03,LaLiga,Spain,2002-09-01_Villarreal_Osasuna
2002-09-02,Real Madrid,Espanol,2,0,2002-03,LaLiga,Spain,2002-09-02_Real Madrid_Espanol
2002-09-14,Ath Bilbao,Barcelona,0,2,2002-03,LaLiga,Spain,2002-09-14_Ath Bilbao_Barcelona
2002-09-14,Malaga,Vallecano,2,1,2002-03,LaLiga,Spain,2002-09-14_Malaga_Vallecano
2002-09-14,Osasuna,La Coruna,1,2,2002-03,LaLiga,Spain,2002-09-14_Osasuna_La Coruna
2002-09-14,Valencia,Recreativo,3,0,2002-03,LaLiga,Spain,2002-09-14_Valencia_Recreativo
2002-09-15,Alaves,Santander,0,1,2002-03,LaLiga,Spain,2002-09-15_Alaves_Santander
2002-09-15,Ath Madrid,Sevilla,1,1,2002-03,LaLiga,Spain,2002-09-15_Ath Madrid_Sevilla
2002-09-15,Celta,Mallorca,3,1,2002-03,LaLiga,Spain,2002-09-15_Celta_Mallorca
2002-09-15,Espanol,Sociedad,1,3,2002-03,LaLiga,Spain,2002-09-15_Espanol_Sociedad
2002-09-15,Valladolid,Villarreal,1,0,2002-03,LaLiga,Spain,2002-09-15_Valladolid_Villarreal
2002-09-21,Barcelona,Espanol,2,0,2002-03,LaLiga,Spain,2002-09-21_Barcelona_Espanol
2002-09-21,La Coruna,Valladolid,2,0,2002-03,LaLiga,Spain,2002-09-21_La Coruna_Valladolid
2002-09-21,Real Madrid,Osasuna,4,1,2002-03,LaLiga,Spain,2002-09-21_Real Madrid_Osasuna
2002-09-22,Malaga,Valencia,2,2,2002-03,LaLiga,Spain,2002-09-22_Malaga_Valencia
2002-09-22,Mallorca,Ath Madrid,0,4,2002-03,LaLiga,Spain,2002-09-22_Mallorca_Ath Madrid
2002-09-22,Recreativo,Celta,0,3,2002-03,LaLiga,Spain,2002-09-22_Recreativo_Celta
2002-09-22,Sevilla,Ath Bilbao,1,1,2002-03,LaLiga,Spain,2002-09-22_Sevilla_Ath Bilbao
2002-09-22,Sociedad,Betis,3,3,2002-03,LaLiga,Spain,2002-09-22_Sociedad_Betis
2002-09-22,Vallecano,Santander,3,1,2002-03,LaLiga,Spain,2002-09-22_Vallecano_Santander
2002-09-22,Villarreal,Alaves,0,1,2002-03,LaLiga,Spain,2002-09-22_Villarreal_Alaves
2002-09-28,Alaves,La Coruna,1,2,2002-03,LaLiga,Spain,2002-09-28_Alaves_La Coruna
2002-09-28,Betis,Barcelona,3,0,2002-03,LaLiga,Spain,2002-09-28_Betis_Barcelona
2002-09-28,Valladolid,Real Madrid,1,1,2002-03,LaLiga,Spain,2002-09-28_Valladolid_Real Madrid
2002-09-29,Ath Bilbao,Mallorca,0,2,2002-03,LaLiga,Spain,2002-09-29_Ath Bilbao_Mallorca
2002-09-29,Ath Madrid,Recreativo,1,1,2002-03,LaLiga,Spain,2002-09-29_Ath Madrid_Recreativo
2002-09-29,Celta,Malaga,2,2,2002-03,LaLiga,Spain,2002-09-29_Celta_Malaga
2002-09-29,Espanol,Sevilla,0,0,2002-03,LaLiga,Spain,2002-09-29_Espanol_Sevilla
2002-09-29,Osasuna,Sociedad,2,3,2002-03,LaLiga,Spain,2002-09-29_Osasuna_Sociedad
2002-09-29,Santander,Villarreal,1,1,2002-03,LaLiga,Spain,2002-09-29_Santander_Villarreal
2002-09-29,Valencia,Vallecano,3,0,2002-03,LaLiga,Spain,2002-09-29_Valencia_Vallecano
2002-10-05,Recreativo,Ath Bilbao,1,2,2002-03,LaLiga,Spain,2002-10-05_Recreativo_Ath Bilbao
2002-10-06,Barcelona,Osasuna,2,2,2002-03,LaLiga,Spain,2002-10-06_Barcelona_Osasuna
2002-10-06,La Coruna,Santander,0,2,2002-03,LaLiga,Spain,2002-10-06_La Coruna_Santander
2002-10-06,Malaga,Ath Madrid,3,1,2002-03,LaLiga,Spain,2002-10-06_Malaga_Ath Madrid
2002-10-06,Mallorca,Espanol,2,0,2002-03,LaLiga,Spain,2002-10-06_Mallorca_Espanol
2002-10-06,Real Madrid,Alaves,5,2,2002-03,LaLiga,Spain,2002-10-06_Real Madrid_Alaves
2002-10-06,Sevilla,Betis,1,1,2002-03,LaLiga,Spain,2002-10-06_Sevilla_Betis
2002-10-06,Sociedad,Valladolid,2,1,2002-03,LaLiga,Spain,2002-10-06_Sociedad_Valladolid
2002-10-06,Valencia,Celta,0,1,2002-03,LaLiga,Spain,2002-10-06_Valencia_Celta
2002-10-06,Vallecano,Villarreal,2,2,2002-03,LaLiga,Spain,2002-10-06_Vallecano_Villarreal
2002-10-08,Betis,Real Madrid,1,1,2002-03,LaLiga,Spain,2002-10-08_Betis_Real Madrid
2002-10-19,Ath Madrid,Valencia,1,1,2002-03,LaLiga,Spain,2002-10-19_Ath Madrid_Valencia
2002-10-19,Santander,Real Madrid,2,0,2002-03,LaLiga,Spain,2002-10-19_Santander_Real Madrid
2002-10-19,Villarreal,La Coruna,3,1,2002-03,LaLiga,Spain,2002-10-19_Villarreal_La Coruna
2002-10-20,Alaves,Sociedad,2,2,2002-03,LaLiga,Spain,2002-10-20_Alaves_Sociedad
2002-10-20,Ath Bilbao,Malaga,1,1,2002-03,LaLiga,Spain,2002-10-20_Ath Bilbao_Malaga
2002-10-20,Betis,Mallorca,0,1,2002-03,LaLiga,Spain,2002-10-20_Betis_Mallorca
