Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,League,Country,Game
1993-08-14,Arsenal,Coventry,0,3,1993-94,Premier,England,1993-08-14_Arsenal_Coventry
1993-08-14,Aston Villa,QPR,4,1,1993-94,Premier,England,1993-08-14_Aston Villa_QPR
1993-08-14,Chelsea,Blackburn,1,2,1993-94,Premier,England,1993-08-14_Chelsea_Blackburn
1993-08-14,Liverpool,Sheffield Weds,2,0,1993-94,Premier,England,1993-08-14_Liverpool_Sheffield Weds
1993-08-14,Man City,Leeds,1,1,1993-94,Premier,England,1993-08-14_Man City_Leeds
1993-08-14,Newcastle,Tottenham,0,1,1993-94,Premier,England,1993-08-14_Newcastle_Tottenham
1993-08-14,Oldham,Ipswich,0,3,1993-94,Premier,England,1993-08-14_Oldham_Ipswich
1993-08-14,Sheffield United,Swindon,3,1,1993-94,Premier,England,1993-08-14_Sheffield United_Swindon
1993-08-14,Southampton,Everton,0,2,1993-94,Premier,England,1993-08-14_Southampton_Everton
1993-08-14,West Ham,Wimbledon,0,2,1993-94,Premier,England,1993-08-14_West Ham_Wimbledon
1993-08-15,Norwich,Man United,0,2,1993-94,Premier,England,1993-08-15_Norwich_Man United
1993-08-16,Tottenham,Arsenal,0,1,1993-94,Premier,England,1993-08-16_Tottenham_Arsenal
1993-08-17,Everton,Man City,1,0,1993-94,Premier,England,1993-08-17_Everton_Man City
1993-08-17,Ipswich,Southampton,1,0,1993-94,Premier,England,1993-08-17_Ipswich_Southampton
1993-08-17,Leeds,West Ham,1,0,1993-94,Premier,England,1993-08-17_Leeds_West Ham
1993-08-17,Wimbledon,Chelsea,1,1,1993-94,Premier,England,1993-08-17_Wimbledon_Chelsea
1993-08-18,Blackburn,Norwich,2,3,1993-94,Premier,England,1993-08-18_Blackburn_Norwich
1993-08-18,Coventry,Newcastle,2,1,1993-94,Premier,England,1993-08-18_Coventry_Newcastle
1993-08-18,Man United,Sheffield United,3,0,1993-94,Premier,England,1993-08-18_Man United_Sheffield United
1993-08-18,QPR,Liverpool,1,3,1993-94,Premier,England,1993-08-18_QPR_Liverpool
1993-08-18,Sheffield Weds,Aston Villa,0,0,1993-94,Premier,England,1993-08-18_Sheffield Weds_Aston Villa
1993-08-18,Swindon,Oldham,0,1,1993-94,Premier,England,1993-08-18_Swindon_Oldham
1993-08-21,Blackburn,Oldham,1,0,1993-94,Premier,England,1993-08-21_Blackburn_Oldham
1993-08-21,Coventry,West Ham,1,1,1993-94,Premier,England,1993-08-21_Coventry_West Ham
1993-08-21,Everton,Sheffield United,4,2,1993-94,Premier,England,1993-08-21_Everton_Sheffield United
1993-08-21,Ipswich,Chelsea,1,0,1993-94,Premier,England,1993-08-21_Ipswich_Chelsea
1993-08-21,Leeds,Norwich,0,4,1993-94,Premier,England,1993-08-21_Leeds_Norwich
1993-08-21,Man United,Newcastle,1,1,1993-94,Premier,England,1993-08-21_Man United_Newcastle
1993-08-21,QPR,Southampton,2,1,1993-94,Premier,England,1993-08-21_QPR_Southampton
1993-08-21,Sheffield Weds,Arsenal,0,1,1993-94,Premier,England,1993-08-21_Sheffield Weds_Arsenal
1993-08-21,Tottenham,Man City,1,0,1993-94,Premier,England,1993-08-21_Tottenham_Man City
1993-08-21,Wimbledon,Aston Villa,2,2,1993-94,Premier,England,1993-08-21_Wimbledon_Aston Villa
1993-08-22,Swindon,Liverpool,0,5,1993-94,Premier,England,1993-08-22_Swindon_Liverpool
1993-08-23,Aston Villa,Man United,1,2,1993-94,Premier,England,1993-08-23_Aston Villa_Man United
1993-08-24,Arsenal,Leeds,2,1,1993-94,Premier,England,1993-08-24_Arsenal_Leeds
1993-08-24,Man City,Blackburn,0,2,1993-94,Premier,England,1993-08-24_Man City_Blackburn
1993-08-24,Oldham,Coventry,3,3,1993-94,Premier,England,1993-08-24_Oldham_Coventry
1993-08-24,Sheffield United,Wimbledon,2,1,1993-94,Premier,England,1993-08-24_Sheffield United_Wimbledon
1993-08-25,Chelsea,QPR,2,0,1993-94,Premier,England,1993-08-25_Chelsea_QPR
1993-08-25,Liverpool,Tottenham,1,2,1993-94,Premier,England,1993-08-25_Liverpool_Tottenham
1993-08-25,Newcastle,Everton,1,0,1993-94,Premier,England,1993-08-25_Newcastle_Everton
1993-08-25,Norwich,Ipswich,1,0,1993-94,Premier,England,1993-08-25_Norwich_Ipswich
1993-08-25,Southampton,Swindon,5,1,1993-94,Premier,England,1993-08-25_Southampton_Swindon
1993-08-25,West Ham,Sheffield Weds,2,0,1993-94,Premier,England,1993-08-25_West Ham_Sheffield Weds
1993-08-27,Man City,Coventry,1,1,1993-94,Premier,England,1993-08-27_Man City_Coventry
1993-08-28,Arsenal,Everton,2,0,1993-94,Premier,England,1993-08-28_Arsenal_Everton
1993-08-28,Aston Villa,Tottenham,1,0,1993-94,Premier,England,1993-08-28_Aston Villa_Tottenham
1993-08-28,Chelsea,Sheffield Weds,1,1,1993-94,Premier,England,1993-08-28_Chelsea_Sheffield Weds
1993-08-28,Liverpool,Leeds,2,0,1993-94,Premier,England,1993-08-28_Liverpool_Leeds
1993-08-28,Norwich,Swindon,0,0,1993-94,Premier,England,1993-08-28_Norwich_Swindon
1993-08-28,Oldham,Wimbledon,1,1,1993-94,Premier,England,1993-08-28_Oldham_Wimbledon
1993-08-28,Sheffield United,Ipswich,1,1,1993-94,Premier,England,1993-08-28_Sheffield United_Ipswich
1993-08-28,Southampton,Man United,1,3,1993-94,Premier,England,1993-08-28_Southampton_Man United
1993-08-28,West Ham,QPR,0,4,1993-94,Premier,England,1993-08-28_West Ham_QPR
1993-08-29,Newcastle,Blackburn,1,1,1993-94,Premier,England,1993-08-29_Newcastle_Blackburn
1993-08-30,Leeds,Oldham,1,0,1993-94,Premier,England,1993-08-30_Leeds_Oldham
1993-08-31,Everton,Aston Villa,0,1,1993-94,Premier,England,1993-08-31_Everton_Aston Villa
1993-08-31,Ipswich,Newcastle,1,1,1993-94,Premier,England,1993-08-31_Ipswich_Newcastle
1993-08-31,Wimbledon,Southampton,1,0,1993-94,Premier,England,1993-08-31_Wimbledon_Southampton
1993-09-01,Blackburn,Arsenal,1,1,1993-94,Premier,England,1993-09-01_Blackburn_Arsenal
1993-09-01,Coventry,Liverpool,1,0,1993-94,Premier,England,1993-09-01_Coventry_Liverpool
1993-09-01,Man United,West Ham,3,0,1993-94,Premier,England,1993-09-01_Man United_West Ham
1993-09-01,QPR,Sheffield United,2,1,1993-94,Premier,England,1993-09-01_QPR_Sheffield United
1993-09-01,Sheffield Weds,Norwich,3,3,1993-94,Premier,England,1993-09-01_Sheffield Weds_Norwich
1993-09-01,Swindon,Man City,1,3,1993-94,Premier,England,1993-09-01_Swindon_Man City
1993-09-01,Tottenham,Chelsea,1,1,1993-94,Premier,England,1993-09-01_Tottenham_Chelsea
1993-09-11,Arsenal,Ipswich,4,0,1993-94,Premier,England,1993-09-11_Arsenal_Ipswich
1993-09-11,Aston Villa,Coventry,0,0,1993-94,Premier,England,1993-09-11_Aston Villa_Coventry
1993-09-11,Chelsea,Man United,1,0,1993-94,Premier,England,1993-09-11_Chelsea_Man United
1993-09-11,Man City,QPR,3,0,1993-94,Premier,England,1993-09-11_Man City_QPR
1993-09-11,Norwich,Wimbledon,0,1,1993-94,Premier,England,1993-09-11_Norwich_Wimbledon
1993-09-11,Oldham,Everton,0,1,1993-94,Premier,England,1993-09-11_Oldham_Everton
1993-09-11,Sheffield United,Tottenham,2,2,1993-94,Premier,England,1993-09-11_Sheffield United_Tottenham
1993-09-11,Southampton,Leeds,0,2,1993-94,Premier,England,1993-09-11_Southampton_Leeds
1993-09-11,West Ham,Swindon,0,0,1993-94,Premier,England,1993-09-11_West Ham_Swindon
1993-09-12,Liverpool,Blackburn,0,1,1993-94,Premier,England,1993-09-12_Liverpool_Blackburn
1993-09-13,Newcastle,Sheffield Weds,4,2,1993-94,Premier,England,1993-09-13_Newcastle_Sheffield Weds
1993-09-18,Blackburn,West Ham,0,2,1993-94,Premier,England,1993-09-18_Blackburn_West Ham
1993-09-18,Coventry,Chelsea,1,1,1993-94,Premier,England,1993-09-18_Coventry_Chelsea
1993-09-18,Everton,Liverpool,2,0,1993-94,Premier,England,1993-09-18_Everton_Liverpool
1993-09-18,Ipswich,Aston Villa,1,2,1993-94,Premier,England,1993-09-18_Ipswich_Aston Villa
1993-09-18,Leeds,Sheffield United,2,1,1993-94,Premier,England,1993-09-18_Leeds_Sheffield United
1993-09-18,QPR,Norwich,2,2,1993-94,Premier,England,1993-09-18_QPR_Norwich
1993-09-18,Sheffield Weds,Southampton,2,0,1993-94,Premier,England,1993-09-18_Sheffield Weds_Southampton
1993-09-18,Swindon,Newcastle,2,2,1993-94,Premier,England,1993-09-18_Swindon_Newcastle
1993-09-18,Tottenham,Oldham,5,0,1993-94,Premier,England,1993-09-18_Tottenham_Oldham
1993-09-19,Man United,Arsenal,1,0,1993-94,Premier,England,1993-09-19_Man United_Arsenal
1993-09-20,Wimbledon,Man City,1,0,1993-94,Premier,England,1993-09-20_Wimbledon_Man City
1993-09-25,Arsenal,Southampton,1,0,1993-94,Premier,England,1993-09-25_Arsenal_Southampton
1993-09-25,Blackburn,Sheffield Weds,1,1,1993-94,Premier,England,1993-09-25_Blackburn_Sheffield Weds
1993-09-25,Chelsea,Liverpool,1,0,1993-94,Premier,England,1993-09-25_Chelsea_Liverpool
1993-09-25,Coventry,Leeds,0,2,1993-94,Premier,England,1993-09-25_Coventry_Leeds
1993-09-25,Everton,Norwich,1,5,1993-94,Premier,England,1993-09-25_Everton_Norwich
1993-09-25,Man United,Swindon,4,2,1993-94,Premier,England,1993-09-25_Man United_Swindon
1993-09-25,Newcastle,West Ham,2,0,1993-94,Premier,England,1993-09-25_Newcastle_West Ham
1993-09-25,Oldham,Aston Villa,1,1,1993-94,Premier,England,1993-09-25_Oldham_Aston Villa
1993-09-25,Sheffield United,Man City,0,1,1993-94,Premier,England,1993-09-25_Sheffield United_Man City
1993-09-26,Ipswich,Tottenham,2,2,1993-94,Premier,England,1993-09-26_Ipswich_Tottenham
1993-09-27,Wimbledon,QPR,1,1,1993-94,Premier,England,1993-09-27_Wimbledon_QPR
1993-10-02,Aston Villa,Newcastle,0,2,1993-94,Premier,England,1993-10-02_Aston Villa_Newcastle
1993-10-02,Leeds,Wimbledon,4,0,1993-94,Premier,England,1993-10-02_Leeds_Wimbledon
1993-10-02,Liverpool,Arsenal,0,0,1993-94,Premier,England,1993-10-02_Liverpool_Arsenal
1993-10-02,Norwich,Coventry,1,0,1993-94,Premier,England,1993-10-02_Norwich_Coventry
1993-10-02,QPR,Ipswich,3,0,1993-94,Premier,England,1993-10-02_QPR_Ipswich
1993-10-02,Sheffield Weds,Man United,2,3,1993-94,Premier,England,1993-10-02_Sheffield Weds_Man United
1993-10-02,Southampton,Sheffield United,3,3,1993-94,Premier,England,1993-10-02_Southampton_Sheffield United
1993-10-02,Swindon,Blackburn,1,3,1993-94,Premier,England,1993-10-02_Swindon_Blackburn
1993-10-02,West Ham,Chelsea,1,0,1993-94,Premier,England,1993-10-02_West Ham_Chelsea
1993-10-03,Tottenham,Everton,3,2,1993-94,Premier,England,1993-10-03_Tottenham_Everton
1993-10-04,Man City,Oldham,1,1,1993-94,Premier,England,1993-10-04_Man City_Oldham
1993-10-16,Arsenal,Man City,0,0,1993-94,Premier,England,1993-10-16_Arsenal_Man City
1993-10-16,Chelsea,Norwich,1,2,1993-94,Premier,England,1993-10-16_Chelsea_Norwich
1993-10-16,Coventry,Southampton,1,1,1993-94,Premier,England,1993-10-16_Coventry_Southampton
1993-10-16,Liverpool,Oldham,2,1,1993-94,Premier,England,1993-10-16_Liverpool_Oldham
1993-10-16,Man United,Tottenham,2,1,1993-94,Premier,England,1993-10-16_Man United_Tottenham
1993-10-16,Newcastle,QPR,1,2,1993-94,Premier,England,1993-10-16_Newcastle_QPR
1993-10-16,Sheffield Weds,Wimbledon,2,2,1993-94,Premier,England,1993-10-16_Sheffield Weds_Wimbledon
1993-10-16,Swindon,Everton,1,1,1993-94,Premier,England,1993-10-16_Swindon_Everton
1993-10-16,West Ham,Aston Villa,0,0,1993-94,Premier,England,1993-10-16_West Ham_Aston Villa
1993-10-17,Ipswich,Leeds,0,0,1993-94,Premier,England,1993-10-17_Ipswich_Leeds
1993-10-18,Blackburn,Sheffield United,0,0,1993-94,Premier,England,1993-10-18_Blackburn_Sheffield United
1993-10-23,Aston Villa,Chelsea,1,0,1993-94,Premier,England,1993-10-23_Aston Villa_Chelsea
1993-10-23,Everton,Man United,0,1,1993-94,Premier,England,1993-10-23_Everton_Man United
1993-10-23,Leeds,Blackburn,3,3,1993-94,Premier,England,1993-10-23_Leeds_Blackburn
1993-10-23,Man City,Liverpool,1,1,1993-94,Premier,England,1993-10-23_Man City_Liverpool
1993-10-23,Norwich,West Ham,0,0,1993-94,Premier,England,1993-10-23_Norwich_West Ham
1993-10-23,Oldham,Arsenal,0,0,1993-94,Premier,England,1993-10-23_Oldham_Arsenal
1993-10-23,QPR,Coventry,5,1,1993-94,Premier,England,1993-10-23_QPR_Coventry
1993-10-23,Sheffield United,Sheffield Weds,1,1,1993-94,Premier,England,1993-10-23_Sheffield United_Sheffield Weds
1993-10-23,Tottenham,Swindon,1,1,1993-94,Premier,England,1993-10-23_Tottenham_Swindon
1993-10-24,Southampton,Newcastle,2,1,1993-94,Premier,England,1993-10-24_Southampton_Newcastle
1993-10-25,Wimbledon,Ipswich,0,2,1993-94,Premier,England,1993-10-25_Wimbledon_Ipswich
1993-10-30,Arsenal,Norwich,0,0,1993-94,Premier,England,1993-10-30_Arsenal_Norwich
1993-10-30,Blackburn,Tottenham,1,0,1993-94,Premier,England,1993-10-30_Blackburn_Tottenham
1993-10-30,Chelsea,Oldham,0,1,1993-94,Premier,England,1993-10-30_Chelsea_Oldham
1993-10-30,Ipswich,Everton,0,2,1993-94,Premier,England,1993-10-30_Ipswich_Everton
1993-10-30,Liverpool,Southampton,4,2,1993-94,Premier,England,1993-10-30_Liverpool_Southampton
1993-10-30,Man United,QPR,2,1,1993-94,Premier,England,1993-10-30_Man United_QPR
1993-10-30,Newcastle,Wimbledon,4,0,1993-94,Premier,England,1993-10-30_Newcastle_Wimbledon
1993-10-30,Sheffield Weds,Leeds,3,3,1993-94,Premier,England,1993-10-30_Sheffield Weds_Leeds
1993-10-30,Swindon,Aston Villa,1,2,1993-94,Premier,England,1993-10-30_Swindon_Aston Villa
1993-10-31,Coventry,Sheffield United,0,0,1993-94,Premier,England,1993-10-31_Coventry_Sheffield United
1993-11-01,West Ham,Man City,3,1,1993-94,Premier,England,1993-11-01_West Ham_Man City
1993-11-06,Arsenal,Aston Villa,1,2,1993-94,Premier,England,1993-11-06_Arsenal_Aston Villa
1993-11-06,Coventry,Everton,2,1,1993-94,Premier,England,1993-11-06_Coventry_Everton
1993-11-06,Ipswich,Sheffield Weds,1,4,1993-94,Premier,England,1993-11-06_Ipswich_Sheffield Weds
1993-11-06,Leeds,Chelsea,4,1,1993-94,Premier,England,1993-11-06_Leeds_Chelsea
1993-11-06,Liverpool,West Ham,2,0,1993-94,Premier,England,1993-11-06_Liverpool_West Ham
1993-11-06,QPR,Blackburn,1,0,1993-94,Premier,England,1993-11-06_QPR_Blackburn
1993-11-06,Sheffield United,Norwich,1,2,1993-94,Premier,England,1993-11-06_Sheffield United_Norwich
1993-11-06,Southampton,Tottenham,1,0,1993-94,Premier,England,1993-11-06_Southampton_Tottenham
1993-11-06,Wimbledon,Swindon,3,0,1993-94,Premier,England,1993-11-06_Wimbledon_Swindon
1993-11-07,Man City,Man United,2,3,1993-94,Premier,England,1993-11-07_Man City_Man United
1993-11-08,Oldham,Newcastle,1,3,1993-94,Premier,England,1993-11-08_Oldham_Newcastle
1993-11-20,Aston Villa,Sheffield United,1,0,1993-94,Premier,England,1993-11-20_Aston Villa_Sheffield United
1993-11-20,Blackburn,Southampton,2,0,1993-94,Premier,England,1993-11-20_Blackburn_Southampton
1993-11-20,Chelsea,Arsenal,0,2,1993-94,Premier,England,1993-11-20_Chelsea_Arsenal
1993-11-20,Everton,QPR,0,3,1993-94,Premier,England,1993-11-20_Everton_QPR
1993-11-20,Man United,Wimbledon,3,1,1993-94,Premier,England,1993-11-20_Man United_Wimbledon
1993-11-20,Norwich,Man City,1,1,1993-94,Premier,England,1993-11-20_Norwich_Man City
1993-11-20,Sheffield Weds,Coventry,0,0,1993-94,Premier,England,1993-11-20_Sheffield Weds_Coventry
1993-11-20,Swindon,Ipswich,2,2,1993-94,Premier,England,1993-11-20_Swindon_Ipswich
1993-11-20,Tottenham,Leeds,1,1,1993-94,Premier,England,1993-11-20_Tottenham_Leeds
1993-11-20,West Ham,Oldham,2,0,1993-94,Premier,England,1993-11-20_West Ham_Oldham
1993-11-21,Newcastle,Liverpool,3,0,1993-94,Premier,England,1993-11-21_Newcastle_Liverpool
1993-11-22,Chelsea,Man City,0,0,1993-94,Premier,England,1993-11-22_Chelsea_Man City
1993-11-23,Blackburn,Coventry,2,1,1993-94,Premier,England,1993-11-23_Blackburn_Coventry
1993-11-23,Everton,Leeds,1,1,1993-94,Premier,England,1993-11-23_Everton_Leeds
1993-11-24,Aston Villa,Southampton,0,2,1993-94,Premier,England,1993-11-24_Aston Villa_Southampton
1993-11-24,Man United,Ipswich,0,0,1993-94,Premier,England,1993-11-24_Man United_Ipswich
1993-11-24,Newcastle,Sheffield United,4,0,1993-94,Premier,England,1993-11-24_Newcastle_Sheffield United
1993-11-24,Sheffield Weds,Oldham,3,0,1993-94,Premier,England,1993-11-24_Sheffield Weds_Oldham
1993-11-24,Swindon,QPR,1,0,1993-94,Premier,England,1993-11-24_Swindon_QPR
1993-11-24,Tottenham,Wimbledon,1,1,1993-94,Premier,England,1993-11-24_Tottenham_Wimbledon
1993-11-24,West Ham,Arsenal,0,0,1993-94,Premier,England,1993-11-24_West Ham_Arsenal
1993-11-27,Arsenal,Newcastle,2,1,1993-94,Premier,England,1993-11-27_Arsenal_Newcastle
1993-11-27,Coventry,Man United,0,1,1993-94,Premier,England,1993-11-27_Coventry_Man United
1993-11-27,Ipswich,Blackburn,1,0,1993-94,Premier,England,1993-11-27_Ipswich_Blackburn
1993-11-27,Leeds,Swindon,3,0,1993-94,Premier,England,1993-11-27_Leeds_Swindon
1993-11-27,Man City,Sheffield Weds,1,3,1993-94,Premier,England,1993-11-27_Man City_Sheffield Weds
1993-11-27,Oldham,Norwich,2,1,1993-94,Premier,England,1993-11-27_Oldham_Norwich
1993-11-27,QPR,Tottenham,1,1,1993-94,Premier,England,1993-11-27_QPR_Tottenham
1993-11-27,Sheffield United,Chelsea,1,0,1993-94,Premier,England,1993-11-27_Sheffield United_Chelsea
1993-11-27,Wimbledon,Everton,1,1,1993-94,Premier,England,1993-11-27_Wimbledon_Everton
1993-11-28,Liverpool,Aston Villa,2,1,1993-94,Premier,England,1993-11-28_Liverpool_Aston Villa
1993-11-29,Southampton,West Ham,0,2,1993-94,Premier,England,1993-11-29_Southampton_West Ham
1993-12-04,Coventry,Arsenal,1,0,1993-94,Premier,England,1993-12-04_Coventry_Arsenal
1993-12-04,Everton,Southampton,1,0,1993-94,Premier,England,1993-12-04_Everton_Southampton
1993-12-04,Ipswich,Oldham,0,0,1993-94,Premier,England,1993-12-04_Ipswich_Oldham
1993-12-04,Leeds,Man City,3,2,1993-94,Premier,England,1993-12-04_Leeds_Man City
1993-12-04,Man United,Norwich,2,2,1993-94,Premier,England,1993-12-04_Man United_Norwich
1993-12-04,QPR,Aston Villa,2,2,1993-94,Premier,England,1993-12-04_QPR_Aston Villa
1993-12-04,Sheffield Weds,Liverpool,3,1,1993-94,Premier,England,1993-12-04_Sheffield Weds_Liverpool
1993-12-04,Swindon,Sheffield United,0,0,1993-94,Premier,England,1993-12-04_Swindon_Sheffield United
1993-12-04,Tottenham,Newcastle,1,2,1993-94,Premier,England,1993-12-04_Tottenham_Newcastle
1993-12-04,Wimbledon,West Ham,1,2,1993-94,Premier,England,1993-12-04_Wimbledon_West Ham
1993-12-05,Blackburn,Chelsea,2,0,1993-94,Premier,England,1993-12-05_Blackburn_Chelsea
1993-12-06,Arsenal,Tottenham,1,1,1993-94,Premier,England,1993-12-06_Arsenal_Tottenham
1993-12-07,Oldham,Swindon,2,1,1993-94,Premier,England,1993-12-07_Oldham_Swindon
1993-12-07,Sheffield United,Man United,0,3,1993-94,Premier,England,1993-12-07_Sheffield United_Man United
1993-12-08,Aston Villa,Sheffield Weds,2,2,1993-94,Premier,England,1993-12-08_Aston Villa_Sheffield Weds
1993-12-08,Liverpool,QPR,3,2,1993-94,Premier,England,1993-12-08_Liverpool_QPR
1993-12-08,Man City,Everton,1,0,1993-94,Premier,England,1993-12-08_Man City_Everton
1993-12-08,Southampton,Ipswich,0,1,1993-94,Premier,England,1993-12-08_Southampton_Ipswich
1993-12-08,West Ham,Leeds,0,1,1993-94,Premier,England,1993-12-08_West Ham_Leeds
1993-12-11,Aston Villa,Wimbledon,0,1,1993-94,Premier,England,1993-12-11_Aston Villa_Wimbledon
1993-12-11,Chelsea,Ipswich,1,1,1993-94,Premier,England,1993-12-11_Chelsea_Ipswich
1993-12-11,Liverpool,Swindon,2,2,1993-94,Premier,England,1993-12-11_Liverpool_Swindon
1993-12-11,Man City,Tottenham,0,2,1993-94,Premier,England,1993-12-11_Man City_Tottenham
1993-12-11,Newcastle,Man United,1,1,1993-94,Premier,England,1993-12-11_Newcastle_Man United
1993-12-11,Oldham,Blackburn,1,2,1993-94,Premier,England,1993-12-11_Oldham_Blackburn
1993-12-11,Sheffield United,Everton,0,0,1993-94,Premier,England,1993-12-11_Sheffield United_Everton
1993-12-11,Southampton,QPR,0,1,1993-94,Premier,England,1993-12-11_Southampton_QPR
1993-12-11,West Ham,Coventry,3,2,1993-94,Premier,England,1993-12-11_West Ham_Coventry
1993-12-12,Arsenal,Sheffield Weds,1,0,1993-94,Premier,England,1993-12-12_Arsenal_Sheffield Weds
1993-12-13,Norwich,Leeds,2,1,1993-94,Premier,England,1993-12-13_Norwich_Leeds
1993-12-18,Blackburn,Man City,2,0,1993-94,Premier,England,1993-12-18_Blackburn_Man City
1993-12-18,Coventry,Oldham,1,1,1993-94,Premier,England,1993-12-18_Coventry_Oldham
1993-12-18,Everton,Newcastle,0,2,1993-94,Premier,England,1993-12-18_Everton_Newcastle
1993-12-18,Ipswich,Norwich,2,1,1993-94,Premier,England,1993-12-18_Ipswich_Norwich
1993-12-18,Leeds,Arsenal,2,1,1993-94,Premier,England,1993-12-18_Leeds_Arsenal
1993-12-18,Sheffield Weds,West Ham,5,0,1993-94,Premier,England,1993-12-18_Sheffield Weds_West Ham
1993-12-18,Swindon,Southampton,2,1,1993-94,Premier,England,1993-12-18_Swindon_Southampton
1993-12-18,Tottenham,Liverpool,3,3,1993-94,Premier,England,1993-12-18_Tottenham_Liverpool
1993-12-18,Wimbledon,Sheffield United,2,0,1993-94,Premier,England,1993-12-18_Wimbledon_Sheffield United
1993-12-19,Man United,Aston Villa,3,1,1993-94,Premier,England,1993-12-19_Man United_Aston Villa
1993-12-22,Newcastle,Leeds,1,1,1993-94,Premier,England,1993-12-22_Newcastle_Leeds
1993-12-26,Man United,Blackburn,1,1,1993-94,Premier,England,1993-12-26_Man United_Blackburn
1993-12-26,Sheffield United,Liverpool,0,0,1993-94,Premier,England,1993-12-26_Sheffield United_Liverpool
1993-12-26,Wimbledon,Coventry,1,2,1993-94,Premier,England,1993-12-26_Wimbledon_Coventry
1993-12-27,Everton,Sheffield Weds,0,2,1993-94,Premier,England,1993-12-27_Everton_Sheffield Weds
1993-12-27,Ipswich,West Ham,1,1,1993-94,Premier,England,1993-12-27_Ipswich_West Ham
1993-12-27,QPR,Oldham,2,0,1993-94,Premier,England,1993-12-27_QPR_Oldham
1993-12-27,Southampton,Chelsea,3,1,1993-94,Premier,England,1993-12-27_Southampton_Chelsea
1993-12-27,Swindon,Arsenal,0,4,1993-94,Premier,England,1993-12-27_Swindon_Arsenal
1993-12-27,Tottenham,Norwich,1,3,1993-94,Premier,England,1993-12-27_Tottenham_Norwich
1993-12-28,Chelsea,Newcastle,1,0,1993-94,Premier,England,1993-12-28_Chelsea_Newcastle
1993-12-28,Liverpool,Wimbledon,1,1,1993-94,Premier,England,1993-12-28_Liverpool_Wimbledon
1993-12-28,Man City,Southampton,1,1,1993-94,Premier,England,1993-12-28_Man City_Southampton
1993-12-28,West Ham,Tottenham,1,3,1993-94,Premier,England,1993-12-28_West Ham_Tottenham
1993-12-29,Arsenal,Sheffield United,3,0,1993-94,Premier,England,1993-12-29_Arsenal_Sheffield United
1993-12-29,Blackburn,Everton,2,0,1993-94,Premier,England,1993-12-29_Blackburn_Everton
1993-12-29,Leeds,QPR,1,1,1993-94,Premier,England,1993-12-29_Leeds_QPR
1993-12-29,Norwich,Aston Villa,1,2,1993-94,Premier,England,1993-12-29_Norwich_Aston Villa
1993-12-29,Oldham,Man United,2,5,1993-94,Premier,England,1993-12-29_Oldham_Man United
1993-12-29,Sheffield Weds,Swindon,3,3,1993-94,Premier,England,1993-12-29_Sheffield Weds_Swindon
1994-01-01,Aston Villa,Blackburn,0,1,1993-94,Premier,England,1994-01-01_Aston Villa_Blackburn
1994-01-01,Everton,West Ham,0,1,1993-94,Premier,England,1994-01-01_Everton_West Ham
1994-01-01,Ipswich,Liverpool,1,2,1993-94,Premier,England,1994-01-01_Ipswich_Liverpool
1994-01-01,Man United,Leeds,0,0,1993-94,Premier,England,1994-01-01_Man United_Leeds
1994-01-01,Newcastle,Man City,2,0,1993-94,Premier,England,1994-01-01_Newcastle_Man City
1994-01-01,QPR,Sheffield Weds,1,2,1993-94,Premier,England,1994-01-01_QPR_Sheffield Weds
1994-01-01,Sheffield United,Oldham,2,1,1993-94,Premier,England,1994-01-01_Sheffield United_Oldham
1994-01-01,Southampton,Norwich,0,1,1993-94,Premier,England,1994-01-01_Southampton_Norwich
1994-01-01,Swindon,Chelsea,1,3,1993-94,Premier,England,1994-01-01_Swindon_Chelsea
1994-01-01,Tottenham,Coventry,1,2,1993-94,Premier,England,1994-01-01_Tottenham_Coventry
1994-01-01,Wimbledon,Arsenal,0,3,1993-94,Premier,England,1994-01-01_Wimbledon_Arsenal
1994-01-03,Arsenal,QPR,0,0,1993-94,Premier,England,1994-01-03_Arsenal_QPR
1994-01-03,Chelsea,Everton,4,2,1993-94,Premier,England,1994-01-03_Chelsea_Everton
1994-01-03,Coventry,Swindon,1,1,1993-94,Premier,England,1994-01-03_Coventry_Swindon
1994-01-03,Sheffield Weds,Tottenham,1,0,1993-94,Premier,England,1994-01-03_Sheffield Weds_Tottenham
1994-01-03,West Ham,Sheffield United,0,0,1993-94,Premier,England,1994-01-03_West Ham_Sheffield United
1994-01-04,Liverpool,Man United,3,3,1993-94,Premier,England,1994-01-04_Liverpool_Man United
1994-01-04,Norwich,Newcastle,1,2,1993-94,Premier,England,1994-01-04_Norwich_Newcastle
1994-01-15,Aston Villa,West Ham,3,1,1993-94,Premier,England,1994-01-15_Aston Villa_West Ham
1994-01-15,Everton,Swindon,6,2,1993-94,Premier,England,1994-01-15_Everton_Swindon
1994-01-15,Leeds,Ipswich,0,0,1993-94,Premier,England,1994-01-15_Leeds_Ipswich
1994-01-15,Man City,Arsenal,0,0,1993-94,Premier,England,1994-01-15_Man City_Arsenal
1994-01-15,Norwich,Chelsea,1,1,1993-94,Premier,England,1994-01-15_Norwich_Chelsea
1994-01-15,Oldham,Liverpool,0,3,1993-94,Premier,England,1994-01-15_Oldham_Liverpool
1994-01-15,Sheffield United,Blackburn,1,2,1993-94,Premier,England,1994-01-15_Sheffield United_Blackburn
