Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,League,Country,Game
1994-09-10,Norwich,Arsenal,0,0,1994-95,Premier,England,1994-09-10_Norwich_Arsenal
1994-09-10,Nott'm Forest,Sheffield Weds,4,1,1994-95,Premier,England,1994-09-10_Nott'm Forest_Sheffield Weds
1994-09-10,QPR,Coventry,2,2,1994-95,Premier,England,1994-09-10_QPR_Coventry
1994-09-10,Wimbledon,Leicester,2,1,1994-95,Premier,England,1994-09-10_Wimbledon_Leicester
1994-09-11,Leeds,Man United,2,1,1994-95,Premier,England,1994-09-11_Leeds_Man United
1994-09-12,Tottenham,Southampton,1,2,1994-95,Premier,England,1994-09-12_Tottenham_Southampton
1994-09-17,Coventry,Leeds,2,1,1994-95,Premier,England,1994-09-17_Coventry_Leeds
1994-09-17,Crystal Palace,Wimbledon,0,0,1994-95,Premier,England,1994-09-17_Crystal Palace_Wimbledon
1994-09-17,Everton,QPR,2,2,1994-95,Premier,England,1994-09-17_Everton_QPR
1994-09-17,Leicester,Tottenham,3,1,1994-95,Premier,England,1994-09-17_Leicester_Tottenham
1994-09-17,Man United,Liverpool,2,0,1994-95,Premier,England,1994-09-17_Man United_Liverpool
1994-09-17,Sheffield Weds,Man City,1,1,1994-95,Premier,England,1994-09-17_Sheffield Weds_Man City
1994-09-17,Southampton,Nott'm Forest,1,1,1994-95,Premier,England,1994-09-17_Southampton_Nott'm Forest
1994-09-17,West Ham,Aston Villa,1,0,1994-95,Premier,England,1994-09-17_West Ham_Aston Villa
1994-09-18,Arsenal,Newcastle,2,3,1994-95,Premier,England,1994-09-18_Arsenal_Newcastle
1994-09-18,Chelsea,Blackburn,1,2,1994-95,Premier,England,1994-09-18_Chelsea_Blackburn
1994-09-19,Ipswich,Norwich,1,2,1994-95,Premier,England,1994-09-19_Ipswich_Norwich
1994-09-24,Blackburn,Aston Villa,3,1,1994-95,Premier,England,1994-09-24_Blackburn_Aston Villa
1994-09-24,Coventry,Southampton,1,3,1994-95,Premier,England,1994-09-24_Coventry_Southampton
1994-09-24,Crystal Palace,Chelsea,0,1,1994-95,Premier,England,1994-09-24_Crystal Palace_Chelsea
1994-09-24,Everton,Leicester,1,1,1994-95,Premier,England,1994-09-24_Everton_Leicester
1994-09-24,Ipswich,Man United,3,2,1994-95,Premier,England,1994-09-24_Ipswich_Man United
1994-09-24,Man City,Norwich,2,0,1994-95,Premier,England,1994-09-24_Man City_Norwich
1994-09-24,Newcastle,Liverpool,1,1,1994-95,Premier,England,1994-09-24_Newcastle_Liverpool
1994-09-24,QPR,Wimbledon,0,1,1994-95,Premier,England,1994-09-24_QPR_Wimbledon
1994-09-24,Tottenham,Nott'm Forest,1,4,1994-95,Premier,England,1994-09-24_Tottenham_Nott'm Forest
1994-09-25,West Ham,Arsenal,0,2,1994-95,Premier,England,1994-09-25_West Ham_Arsenal
1994-09-26,Sheffield Weds,Leeds,1,1,1994-95,Premier,England,1994-09-26_Sheffield Weds_Leeds
1994-10-01,Arsenal,Crystal Palace,1,2,1994-95,Premier,England,1994-10-01_Arsenal_Crystal Palace
1994-10-01,Aston Villa,Newcastle,0,2,1994-95,Premier,England,1994-10-01_Aston Villa_Newcastle
1994-10-01,Leeds,Man City,2,0,1994-95,Premier,England,1994-10-01_Leeds_Man City
1994-10-01,Liverpool,Sheffield Weds,4,1,1994-95,Premier,England,1994-10-01_Liverpool_Sheffield Weds
1994-10-01,Man United,Everton,2,0,1994-95,Premier,England,1994-10-01_Man United_Everton
1994-10-01,Norwich,Blackburn,2,1,1994-95,Premier,England,1994-10-01_Norwich_Blackburn
1994-10-01,Southampton,Ipswich,3,1,1994-95,Premier,England,1994-10-01_Southampton_Ipswich
1994-10-01,Wimbledon,Tottenham,1,2,1994-95,Premier,England,1994-10-01_Wimbledon_Tottenham
1994-10-02,Chelsea,West Ham,1,2,1994-95,Premier,England,1994-10-02_Chelsea_West Ham
1994-10-02,Nott'm Forest,QPR,3,2,1994-95,Premier,England,1994-10-02_Nott'm Forest_QPR
1994-10-03,Leicester,Coventry,2,2,1994-95,Premier,England,1994-10-03_Leicester_Coventry
1994-10-08,Chelsea,Leicester,4,0,1994-95,Premier,England,1994-10-08_Chelsea_Leicester
1994-10-08,Liverpool,Aston Villa,3,2,1994-95,Premier,England,1994-10-08_Liverpool_Aston Villa
1994-10-08,Man City,Nott'm Forest,3,3,1994-95,Premier,England,1994-10-08_Man City_Nott'm Forest
1994-10-08,Norwich,Leeds,2,1,1994-95,Premier,England,1994-10-08_Norwich_Leeds
1994-10-08,Sheffield Weds,Man United,1,0,1994-95,Premier,England,1994-10-08_Sheffield Weds_Man United
1994-10-08,Southampton,Everton,2,0,1994-95,Premier,England,1994-10-08_Southampton_Everton
1994-10-08,Tottenham,QPR,1,1,1994-95,Premier,England,1994-10-08_Tottenham_QPR
1994-10-08,West Ham,Crystal Palace,1,0,1994-95,Premier,England,1994-10-08_West Ham_Crystal Palace
1994-10-08,Wimbledon,Arsenal,1,3,1994-95,Premier,England,1994-10-08_Wimbledon_Arsenal
1994-10-09,Newcastle,Blackburn,1,1,1994-95,Premier,England,1994-10-09_Newcastle_Blackburn
1994-10-10,Coventry,Ipswich,2,0,1994-95,Premier,England,1994-10-10_Coventry_Ipswich
1994-10-15,Arsenal,Chelsea,3,1,1994-95,Premier,England,1994-10-15_Arsenal_Chelsea
1994-10-15,Aston Villa,Norwich,1,1,1994-95,Premier,England,1994-10-15_Aston Villa_Norwich
1994-10-15,Blackburn,Liverpool,3,2,1994-95,Premier,England,1994-10-15_Blackburn_Liverpool
1994-10-15,Crystal Palace,Newcastle,0,1,1994-95,Premier,England,1994-10-15_Crystal Palace_Newcastle
1994-10-15,Everton,Coventry,0,2,1994-95,Premier,England,1994-10-15_Everton_Coventry
1994-10-15,Leeds,Tottenham,1,1,1994-95,Premier,England,1994-10-15_Leeds_Tottenham
1994-10-15,Leicester,Southampton,4,3,1994-95,Premier,England,1994-10-15_Leicester_Southampton
1994-10-15,Man United,West Ham,1,0,1994-95,Premier,England,1994-10-15_Man United_West Ham
1994-10-15,QPR,Man City,1,2,1994-95,Premier,England,1994-10-15_QPR_Man City
1994-10-16,Ipswich,Sheffield Weds,1,2,1994-95,Premier,England,1994-10-16_Ipswich_Sheffield Weds
1994-10-17,Nott'm Forest,Wimbledon,3,1,1994-95,Premier,England,1994-10-17_Nott'm Forest_Wimbledon
1994-10-22,Aston Villa,Nott'm Forest,0,2,1994-95,Premier,England,1994-10-22_Aston Villa_Nott'm Forest
1994-10-22,Crystal Palace,Everton,1,0,1994-95,Premier,England,1994-10-22_Crystal Palace_Everton
1994-10-22,Liverpool,Wimbledon,3,0,1994-95,Premier,England,1994-10-22_Liverpool_Wimbledon
1994-10-22,Man City,Tottenham,5,2,1994-95,Premier,England,1994-10-22_Man City_Tottenham
1994-10-22,Newcastle,Sheffield Weds,2,1,1994-95,Premier,England,1994-10-22_Newcastle_Sheffield Weds
1994-10-22,Norwich,QPR,4,2,1994-95,Premier,England,1994-10-22_Norwich_QPR
1994-10-22,West Ham,Southampton,2,0,1994-95,Premier,England,1994-10-22_West Ham_Southampton
1994-10-23,Arsenal,Coventry,2,1,1994-95,Premier,England,1994-10-23_Arsenal_Coventry
1994-10-23,Blackburn,Man United,2,4,1994-95,Premier,England,1994-10-23_Blackburn_Man United
1994-10-23,Chelsea,Ipswich,2,0,1994-95,Premier,England,1994-10-23_Chelsea_Ipswich
1994-10-24,Leeds,Leicester,2,1,1994-95,Premier,England,1994-10-24_Leeds_Leicester
1994-10-29,Coventry,Man City,1,0,1994-95,Premier,England,1994-10-29_Coventry_Man City
1994-10-29,Everton,Arsenal,1,1,1994-95,Premier,England,1994-10-29_Everton_Arsenal
1994-10-29,Ipswich,Liverpool,1,3,1994-95,Premier,England,1994-10-29_Ipswich_Liverpool
1994-10-29,Leicester,Crystal Palace,0,1,1994-95,Premier,England,1994-10-29_Leicester_Crystal Palace
1994-10-29,Man United,Newcastle,2,0,1994-95,Premier,England,1994-10-29_Man United_Newcastle
1994-10-29,Nott'm Forest,Blackburn,0,2,1994-95,Premier,England,1994-10-29_Nott'm Forest_Blackburn
1994-10-29,QPR,Aston Villa,2,0,1994-95,Premier,England,1994-10-29_QPR_Aston Villa
1994-10-29,Sheffield Weds,Chelsea,1,1,1994-95,Premier,England,1994-10-29_Sheffield Weds_Chelsea
1994-10-29,Southampton,Leeds,1,3,1994-95,Premier,England,1994-10-29_Southampton_Leeds
1994-10-29,Tottenham,West Ham,3,1,1994-95,Premier,England,1994-10-29_Tottenham_West Ham
1994-10-30,Wimbledon,Norwich,1,0,1994-95,Premier,England,1994-10-30_Wimbledon_Norwich
1994-10-31,QPR,Liverpool,2,1,1994-95,Premier,England,1994-10-31_QPR_Liverpool
1994-11-01,Everton,West Ham,1,0,1994-95,Premier,England,1994-11-01_Everton_West Ham
1994-11-01,Ipswich,Leeds,2,0,1994-95,Premier,England,1994-11-01_Ipswich_Leeds
1994-11-02,Coventry,Crystal Palace,1,4,1994-95,Premier,England,1994-11-02_Coventry_Crystal Palace
1994-11-02,Sheffield Weds,Blackburn,0,1,1994-95,Premier,England,1994-11-02_Sheffield Weds_Blackburn
1994-11-02,Southampton,Norwich,1,1,1994-95,Premier,England,1994-11-02_Southampton_Norwich
1994-11-05,Blackburn,Tottenham,2,0,1994-95,Premier,England,1994-11-05_Blackburn_Tottenham
1994-11-05,Crystal Palace,Ipswich,3,0,1994-95,Premier,England,1994-11-05_Crystal Palace_Ipswich
1994-11-05,Leeds,Wimbledon,3,1,1994-95,Premier,England,1994-11-05_Leeds_Wimbledon
1994-11-05,Liverpool,Nott'm Forest,1,0,1994-95,Premier,England,1994-11-05_Liverpool_Nott'm Forest
1994-11-05,Man City,Southampton,3,3,1994-95,Premier,England,1994-11-05_Man City_Southampton
1994-11-05,Newcastle,QPR,2,1,1994-95,Premier,England,1994-11-05_Newcastle_QPR
1994-11-05,Norwich,Everton,0,0,1994-95,Premier,England,1994-11-05_Norwich_Everton
1994-11-05,West Ham,Leicester,1,0,1994-95,Premier,England,1994-11-05_West Ham_Leicester
1994-11-06,Arsenal,Sheffield Weds,0,0,1994-95,Premier,England,1994-11-06_Arsenal_Sheffield Weds
1994-11-06,Aston Villa,Man United,1,2,1994-95,Premier,England,1994-11-06_Aston Villa_Man United
1994-11-06,Chelsea,Coventry,2,2,1994-95,Premier,England,1994-11-06_Chelsea_Coventry
1994-11-07,Nott'm Forest,Newcastle,0,0,1994-95,Premier,England,1994-11-07_Nott'm Forest_Newcastle
1994-11-09,Liverpool,Chelsea,3,1,1994-95,Premier,England,1994-11-09_Liverpool_Chelsea
1994-11-09,Wimbledon,Aston Villa,4,3,1994-95,Premier,England,1994-11-09_Wimbledon_Aston Villa
1994-11-10,Man United,Man City,5,0,1994-95,Premier,England,1994-11-10_Man United_Man City
1994-11-19,Coventry,Norwich,1,0,1994-95,Premier,England,1994-11-19_Coventry_Norwich
1994-11-19,Ipswich,Blackburn,1,3,1994-95,Premier,England,1994-11-19_Ipswich_Blackburn
1994-11-19,Man United,Crystal Palace,3,0,1994-95,Premier,England,1994-11-19_Man United_Crystal Palace
1994-11-19,Nott'm Forest,Chelsea,0,1,1994-95,Premier,England,1994-11-19_Nott'm Forest_Chelsea
1994-11-19,QPR,Leeds,3,2,1994-95,Premier,England,1994-11-19_QPR_Leeds
1994-11-19,Sheffield Weds,West Ham,1,0,1994-95,Premier,England,1994-11-19_Sheffield Weds_West Ham
1994-11-19,Southampton,Arsenal,1,0,1994-95,Premier,England,1994-11-19_Southampton_Arsenal
1994-11-19,Tottenham,Aston Villa,3,4,1994-95,Premier,England,1994-11-19_Tottenham_Aston Villa
1994-11-19,Wimbledon,Newcastle,3,2,1994-95,Premier,England,1994-11-19_Wimbledon_Newcastle
1994-11-20,Leicester,Man City,0,1,1994-95,Premier,England,1994-11-20_Leicester_Man City
1994-11-21,Everton,Liverpool,2,0,1994-95,Premier,England,1994-11-21_Everton_Liverpool
1994-11-23,Leicester,Arsenal,2,1,1994-95,Premier,England,1994-11-23_Leicester_Arsenal
1994-11-23,Tottenham,Chelsea,0,0,1994-95,Premier,England,1994-11-23_Tottenham_Chelsea
1994-11-26,Arsenal,Man United,0,0,1994-95,Premier,England,1994-11-26_Arsenal_Man United
1994-11-26,Blackburn,QPR,4,0,1994-95,Premier,England,1994-11-26_Blackburn_QPR
1994-11-26,Chelsea,Everton,0,1,1994-95,Premier,England,1994-11-26_Chelsea_Everton
1994-11-26,Crystal Palace,Southampton,0,0,1994-95,Premier,England,1994-11-26_Crystal Palace_Southampton
1994-11-26,Leeds,Nott'm Forest,1,0,1994-95,Premier,England,1994-11-26_Leeds_Nott'm Forest
1994-11-26,Liverpool,Tottenham,1,1,1994-95,Premier,England,1994-11-26_Liverpool_Tottenham
1994-11-26,Man City,Wimbledon,2,0,1994-95,Premier,England,1994-11-26_Man City_Wimbledon
1994-11-26,Newcastle,Ipswich,1,1,1994-95,Premier,England,1994-11-26_Newcastle_Ipswich
1994-11-26,Norwich,Leicester,2,1,1994-95,Premier,England,1994-11-26_Norwich_Leicester
1994-11-26,West Ham,Coventry,0,1,1994-95,Premier,England,1994-11-26_West Ham_Coventry
1994-11-27,Aston Villa,Sheffield Weds,1,1,1994-95,Premier,England,1994-11-27_Aston Villa_Sheffield Weds
1994-12-03,Coventry,Liverpool,1,1,1994-95,Premier,England,1994-12-03_Coventry_Liverpool
1994-12-03,Ipswich,Man City,1,2,1994-95,Premier,England,1994-12-03_Ipswich_Man City
1994-12-03,Leicester,Aston Villa,1,1,1994-95,Premier,England,1994-12-03_Leicester_Aston Villa
1994-12-03,Man United,Norwich,1,0,1994-95,Premier,England,1994-12-03_Man United_Norwich
1994-12-03,Nott'm Forest,Arsenal,2,2,1994-95,Premier,England,1994-12-03_Nott'm Forest_Arsenal
1994-12-03,Sheffield Weds,Crystal Palace,1,0,1994-95,Premier,England,1994-12-03_Sheffield Weds_Crystal Palace
1994-12-03,Southampton,Chelsea,0,1,1994-95,Premier,England,1994-12-03_Southampton_Chelsea
1994-12-03,Tottenham,Newcastle,4,2,1994-95,Premier,England,1994-12-03_Tottenham_Newcastle
1994-12-03,Wimbledon,Blackburn,0,3,1994-95,Premier,England,1994-12-03_Wimbledon_Blackburn
1994-12-04,Everton,Leeds,3,0,1994-95,Premier,England,1994-12-04_Everton_Leeds
1994-12-04,QPR,West Ham,2,1,1994-95,Premier,England,1994-12-04_QPR_West Ham
1994-12-10,Aston Villa,Everton,0,0,1994-95,Premier,England,1994-12-10_Aston Villa_Everton
1994-12-10,Blackburn,Southampton,3,2,1994-95,Premier,England,1994-12-10_Blackburn_Southampton
1994-12-10,Leeds,West Ham,2,2,1994-95,Premier,England,1994-12-10_Leeds_West Ham
1994-12-10,Newcastle,Leicester,3,1,1994-95,Premier,England,1994-12-10_Newcastle_Leicester
1994-12-10,Norwich,Chelsea,3,0,1994-95,Premier,England,1994-12-10_Norwich_Chelsea
1994-12-10,Nott'm Forest,Ipswich,4,1,1994-95,Premier,England,1994-12-10_Nott'm Forest_Ipswich
1994-12-10,QPR,Man United,2,3,1994-95,Premier,England,1994-12-10_QPR_Man United
1994-12-10,Tottenham,Sheffield Weds,3,1,1994-95,Premier,England,1994-12-10_Tottenham_Sheffield Weds
1994-12-10,Wimbledon,Coventry,2,0,1994-95,Premier,England,1994-12-10_Wimbledon_Coventry
1994-12-11,Liverpool,Crystal Palace,0,0,1994-95,Premier,England,1994-12-11_Liverpool_Crystal Palace
1994-12-12,Man City,Arsenal,1,2,1994-95,Premier,England,1994-12-12_Man City_Arsenal
1994-12-16,Ipswich,Wimbledon,2,2,1994-95,Premier,England,1994-12-16_Ipswich_Wimbledon
1994-12-17,Arsenal,Leeds,1,3,1994-95,Premier,England,1994-12-17_Arsenal_Leeds
1994-12-17,Coventry,Newcastle,0,0,1994-95,Premier,England,1994-12-17_Coventry_Newcastle
1994-12-17,Crystal Palace,Norwich,0,1,1994-95,Premier,England,1994-12-17_Crystal Palace_Norwich
1994-12-17,Everton,Tottenham,0,0,1994-95,Premier,England,1994-12-17_Everton_Tottenham
1994-12-17,Leicester,Blackburn,0,0,1994-95,Premier,England,1994-12-17_Leicester_Blackburn
1994-12-17,Man United,Nott'm Forest,1,2,1994-95,Premier,England,1994-12-17_Man United_Nott'm Forest
1994-12-17,Sheffield Weds,QPR,0,2,1994-95,Premier,England,1994-12-17_Sheffield Weds_QPR
1994-12-17,West Ham,Man City,3,0,1994-95,Premier,England,1994-12-17_West Ham_Man City
1994-12-18,Chelsea,Liverpool,0,0,1994-95,Premier,England,1994-12-18_Chelsea_Liverpool
1994-12-19,Southampton,Aston Villa,2,1,1994-95,Premier,England,1994-12-19_Southampton_Aston Villa
1994-12-26,Arsenal,Aston Villa,0,0,1994-95,Premier,England,1994-12-26_Arsenal_Aston Villa
1994-12-26,Chelsea,Man United,2,3,1994-95,Premier,England,1994-12-26_Chelsea_Man United
1994-12-26,Coventry,Nott'm Forest,0,0,1994-95,Premier,England,1994-12-26_Coventry_Nott'm Forest
1994-12-26,Crystal Palace,QPR,0,0,1994-95,Premier,England,1994-12-26_Crystal Palace_QPR
1994-12-26,Everton,Sheffield Weds,1,4,1994-95,Premier,England,1994-12-26_Everton_Sheffield Weds
1994-12-26,Leeds,Newcastle,0,0,1994-95,Premier,England,1994-12-26_Leeds_Newcastle
1994-12-26,Leicester,Liverpool,1,2,1994-95,Premier,England,1994-12-26_Leicester_Liverpool
1994-12-26,Man City,Blackburn,1,3,1994-95,Premier,England,1994-12-26_Man City_Blackburn
1994-12-26,Norwich,Tottenham,0,2,1994-95,Premier,England,1994-12-26_Norwich_Tottenham
1994-12-26,Southampton,Wimbledon,2,3,1994-95,Premier,England,1994-12-26_Southampton_Wimbledon
1994-12-26,West Ham,Ipswich,1,1,1994-95,Premier,England,1994-12-26_West Ham_Ipswich
1994-12-27,Nott'm Forest,Norwich,1,0,1994-95,Premier,England,1994-12-27_Nott'm Forest_Norwich
1994-12-27,Tottenham,Crystal Palace,0,0,1994-95,Premier,England,1994-12-27_Tottenham_Crystal Palace
1994-12-28,Aston Villa,Chelsea,3,0,1994-95,Premier,England,1994-12-28_Aston Villa_Chelsea
1994-12-28,Ipswich,Arsenal,0,2,1994-95,Premier,England,1994-12-28_Ipswich_Arsenal
1994-12-28,Liverpool,Man City,2,0,1994-95,Premier,England,1994-12-28_Liverpool_Man City
1994-12-28,Man United,Leicester,1,1,1994-95,Premier,England,1994-12-28_Man United_Leicester
1994-12-28,QPR,Southampton,2,2,1994-95,Premier,England,1994-12-28_QPR_Southampton
1994-12-28,Sheffield Weds,Coventry,5,1,1994-95,Premier,England,1994-12-28_Sheffield Weds_Coventry
1994-12-28,Wimbledon,West Ham,1,0,1994-95,Premier,England,1994-12-28_Wimbledon_West Ham
1994-12-31,Arsenal,QPR,1,3,1994-95,Premier,England,1994-12-31_Arsenal_QPR
1994-12-31,Chelsea,Wimbledon,1,1,1994-95,Premier,England,1994-12-31_Chelsea_Wimbledon
1994-12-31,Coventry,Tottenham,0,4,1994-95,Premier,England,1994-12-31_Coventry_Tottenham
1994-12-31,Crystal Palace,Blackburn,0,1,1994-95,Premier,England,1994-12-31_Crystal Palace_Blackburn
1994-12-31,Everton,Ipswich,4,1,1994-95,Premier,England,1994-12-31_Everton_Ipswich
1994-12-31,Leeds,Liverpool,0,2,1994-95,Premier,England,1994-12-31_Leeds_Liverpool
1994-12-31,Leicester,Sheffield Weds,0,1,1994-95,Premier,England,1994-12-31_Leicester_Sheffield Weds
1994-12-31,Man City,Aston Villa,2,2,1994-95,Premier,England,1994-12-31_Man City_Aston Villa
1994-12-31,Norwich,Newcastle,2,1,1994-95,Premier,England,1994-12-31_Norwich_Newcastle
1994-12-31,Southampton,Man United,2,2,1994-95,Premier,England,1994-12-31_Southampton_Man United
1994-12-31,West Ham,Nott'm Forest,3,1,1994-95,Premier,England,1994-12-31_West Ham_Nott'm Forest
1995-01-02,Aston Villa,Leeds,0,0,1994-95,Premier,England,1995-01-02_Aston Villa_Leeds
1995-01-02,Blackburn,West Ham,4,2,1994-95,Premier,England,1995-01-02_Blackburn_West Ham
1995-01-02,Ipswich,Leicester,4,1,1994-95,Premier,England,1995-01-02_Ipswich_Leicester
1995-01-02,Liverpool,Norwich,4,0,1994-95,Premier,England,1995-01-02_Liverpool_Norwich
1995-01-02,Newcastle,Man City,0,0,1994-95,Premier,England,1995-01-02_Newcastle_Man City
1995-01-02,Nott'm Forest,Crystal Palace,1,0,1994-95,Premier,England,1995-01-02_Nott'm Forest_Crystal Palace
1995-01-02,Sheffield Weds,Southampton,1,1,1994-95,Premier,England,1995-01-02_Sheffield Weds_Southampton
1995-01-02,Tottenham,Arsenal,1,0,1994-95,Premier,England,1995-01-02_Tottenham_Arsenal
1995-01-02,Wimbledon,Everton,2,1,1994-95,Premier,England,1995-01-02_Wimbledon_Everton
1995-01-03,Man United,Coventry,2,0,1994-95,Premier,England,1995-01-03_Man United_Coventry
1995-01-14,Arsenal,Everton,1,1,1994-95,Premier,England,1995-01-14_Arsenal_Everton
1995-01-14,Aston Villa,QPR,2,1,1994-95,Premier,England,1995-01-14_Aston Villa_QPR
1995-01-14,Blackburn,Nott'm Forest,3,0,1994-95,Premier,England,1995-01-14_Blackburn_Nott'm Forest
1995-01-14,Chelsea,Sheffield Weds,1,1,1994-95,Premier,England,1995-01-14_Chelsea_Sheffield Weds
1995-01-14,Crystal Palace,Leicester,2,0,1994-95,Premier,England,1995-01-14_Crystal Palace_Leicester
1995-01-14,Leeds,Southampton,0,0,1994-95,Premier,England,1995-01-14_Leeds_Southampton
1995-01-14,Liverpool,Ipswich,0,1,1994-95,Premier,England,1995-01-14_Liverpool_Ipswich
1995-01-14,Man City,Coventry,0,0,1994-95,Premier,England,1995-01-14_Man City_Coventry
1995-01-14,Norwich,Wimbledon,1,2,1994-95,Premier,England,1995-01-14_Norwich_Wimbledon
1995-01-14,West Ham,Tottenham,1,2,1994-95,Premier,England,1995-01-14_West Ham_Tottenham
1995-01-15,Newcastle,Man United,1,1,1994-95,Premier,England,1995-01-15_Newcastle_Man United
1995-01-21,Coventry,Arsenal,0,1,1994-95,Premier,England,1995-01-21_Coventry_Arsenal
1995-01-21,Everton,Crystal Palace,3,1,1994-95,Premier,England,1995-01-21_Everton_Crystal Palace
1995-01-21,Ipswich,Chelsea,2,2,1994-95,Premier,England,1995-01-21_Ipswich_Chelsea
1995-01-21,Nott'm Forest,Aston Villa,1,2,1994-95,Premier,England,1995-01-21_Nott'm Forest_Aston Villa
1995-01-21,Sheffield Weds,Newcastle,0,0,1994-95,Premier,England,1995-01-21_Sheffield Weds_Newcastle
1995-01-22,Man United,Blackburn,1,0,1994-95,Premier,England,1995-01-22_Man United_Blackburn
1995-01-23,West Ham,Sheffield Weds,0,2,1994-95,Premier,England,1995-01-23_West Ham_Sheffield Weds
1995-01-24,Arsenal,Southampton,1,1,1994-95,Premier,England,1995-01-24_Arsenal_Southampton
1995-01-24,Leeds,QPR,4,0,1994-95,Premier,England,1995-01-24_Leeds_QPR
1995-01-24,Liverpool,Everton,0,0,1994-95,Premier,England,1995-01-24_Liverpool_Everton
1995-01-25,Aston Villa,Tottenham,1,0,1994-95,Premier,England,1995-01-25_Aston Villa_Tottenham
1995-01-25,Chelsea,Nott'm Forest,0,2,1994-95,Premier,England,1995-01-25_Chelsea_Nott'm Forest
1995-01-25,Crystal Palace,Man United,1,1,1994-95,Premier,England,1995-01-25_Crystal Palace_Man United
1995-01-25,Man City,Leicester,0,1,1994-95,Premier,England,1995-01-25_Man City_Leicester
1995-01-25,Newcastle,Wimbledon,2,1,1994-95,Premier,England,1995-01-25_Newcastle_Wimbledon
1995-01-25,Norwich,Coventry,2,2,1994-95,Premier,England,1995-01-25_Norwich_Coventry
1995-01-28,Blackburn,Ipswich,4,1,1994-95,Premier,England,1995-01-28_Blackburn_Ipswich
1995-02-01,Blackburn,Leeds,1,1,1994-95,Premier,England,1995-02-01_Blackburn_Leeds
1995-02-01,Newcastle,Everton,2,0,1994-95,Premier,England,1995-02-01_Newcastle_Everton
1995-02-04,Coventry,Chelsea,2,2,1994-95,Premier,England,1995-02-04_Coventry_Chelsea
1995-02-04,Everton,Norwich,2,1,1994-95,Premier,England,1995-02-04_Everton_Norwich
1995-02-04,Ipswich,Crystal Palace,0,2,1994-95,Premier,England,1995-02-04_Ipswich_Crystal Palace
1995-02-04,Leicester,West Ham,1,2,1994-95,Premier,England,1995-02-04_Leicester_West Ham
1995-02-04,Man United,Aston Villa,1,0,1994-95,Premier,England,1995-02-04_Man United_Aston Villa
1995-02-04,Nott'm Forest,Liverpool,1,1,1994-95,Premier,England,1995-02-04_Nott'm Forest_Liverpool
1995-02-04,QPR,Newcastle,3,0,1994-95,Premier,England,1995-02-04_QPR_Newcastle
1995-02-04,Sheffield Weds,Arsenal,3,1,1994-95,Premier,England,1995-02-04_Sheffield Weds_Arsenal
1995-02-04,Southampton,Man City,2,2,1994-95,Premier,England,1995-02-04_Southampton_Man City
1995-02-04,Wimbledon,Leeds,0,0,1994-95,Premier,England,1995-02-04_Wimbledon_Leeds
1995-02-05,Tottenham,Blackburn,3,1,1994-95,Premier,England,1995-02-05_Tottenham_Blackburn
1995-02-11,Arsenal,Leicester,1,1,1994-95,Premier,England,1995-02-11_Arsenal_Leicester
1995-02-11,Aston Villa,Wimbledon,7,1,1994-95,Premier,England,1995-02-11_Aston Villa_Wimbledon
1995-02-11,Chelsea,Tottenham,1,1,1994-95,Premier,England,1995-02-11_Chelsea_Tottenham
1995-02-11,Crystal Palace,Coventry,0,2,1994-95,Premier,England,1995-02-11_Crystal Palace_Coventry
1995-02-11,Liverpool,QPR,1,1,1994-95,Premier,England,1995-02-11_Liverpool_QPR
1995-02-11,Man City,Man United,0,3,1994-95,Premier,England,1995-02-11_Man City_Man United
1995-02-11,Newcastle,Nott'm Forest,2,1,1994-95,Premier,England,1995-02-11_Newcastle_Nott'm Forest
1995-02-11,Norwich,Southampton,2,2,1994-95,Premier,England,1995-02-11_Norwich_Southampton
1995-02-12,Blackburn,Sheffield Weds,3,1,1994-95,Premier,England,1995-02-12_Blackburn_Sheffield Weds
1995-02-13,West Ham,Everton,2,2,1994-95,Premier,England,1995-02-13_West Ham_Everton
1995-02-18,Coventry,West Ham,2,0,1994-95,Premier,England,1995-02-18_Coventry_West Ham
1995-02-18,Sheffield Weds,Aston Villa,1,2,1994-95,Premier,England,1995-02-18_Sheffield Weds_Aston Villa
1995-02-21,Arsenal,Nott'm Forest,1,0,1994-95,Premier,England,1995-02-21_Arsenal_Nott'm Forest
1995-02-22,Aston Villa,Leicester,4,4,1994-95,Premier,England,1995-02-22_Aston Villa_Leicester
1995-02-22,Blackburn,Wimbledon,2,1,1994-95,Premier,England,1995-02-22_Blackburn_Wimbledon
1995-02-22,Leeds,Everton,1,0,1994-95,Premier,England,1995-02-22_Leeds_Everton
1995-02-22,Man City,Ipswich,2,0,1994-95,Premier,England,1995-02-22_Man City_Ipswich
1995-02-22,Norwich,Man United,0,2,1994-95,Premier,England,1995-02-22_Norwich_Man United
1995-02-25,Blackburn,Norwich,0,0,1994-95,Premier,England,1995-02-25_Blackburn_Norwich
1995-02-25,Coventry,Leicester,4,2,1994-95,Premier,England,1995-02-25_Coventry_Leicester
1995-02-25,Crystal Palace,Arsenal,0,3,1994-95,Premier,England,1995-02-25_Crystal Palace_Arsenal
1995-02-25,Everton,Man United,1,0,1994-95,Premier,England,1995-02-25_Everton_Man United
1995-02-25,Ipswich,Southampton,2,1,1994-95,Premier,England,1995-02-25_Ipswich_Southampton
